label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,N,F,2299862,11,10208487,This paragraph is supporting the backgrounf info of the first paragraph in the text.,2190,842,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,4944135,11,10208972,"Track had become popular becuase of the &quot;simplicity of the sport&quot;, since many schools couldn't afford equipment.",2190,842,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2300187,11,10208488,"His central idea is saying how the government lost a lot of money in the war and cannot afford to fund sports with extra equipment. Therefor, a sport that only needs a place to run and is cheep gained popularity.",842,221,740,,,1,0,1,,,,,,,
TRAINING,H,N,N,M,4944083,11,10208963,the track and field team,221,842,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,6238040,11,10209247,"The author's central idea in the paragragh was that it track and field my be a simple sport, but to some individuals its a fun and exciting sport.",221,842,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,4943965,11,10208971,"in this paragraph, the author is telling us that before the war had happened every one was enjoying life and having fun.",221,842,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2300323,11,10208490,The central idea of this paragraph is to acknowledge the start to the popularity of track and field.This new sport was somthing worth competing for and pushing for the finish line.,842,221,740,,,0,1,0,,,,,,,
TRAINING,H,N,N,F,4945801,11,10208965,"The author's central idea in this paragraph is she is trying to get to the point that track is the only sport avaible for students because the children's schools are not able the to afford sport equipment like baseball bat or gymnastic equipment. So, the only sport there basically there is, is track. Which childern put there dedication towards their only sport.",221,842,740,,,0,1,1,,,,,,,
TRAINING,W,N,N,F,4945305,11,10208962,"Sports in Bukkyo High School.He said something based on track and field,baseball,and gymnastic.",221,2190,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,2300769,11,10208489,The author is trying to show the affects of wars and how they affect everybody.,221,842,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,4945490,11,10208966,Track and Field is a simple sport. The objective of the sport is to simply cross the finish line. It is also cheap mainly because the sport did not need many equipment and some schools simply couldn't afford the materials.,221,842,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,4945802,11,10208968,"The author's central idea in this paragraph is to show that Saburo joined track and field as it became popular. It was the only thing the school could afford, however, it did get his mind off of things as well.",221,2190,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,4945843,11,10208964,"The main idea of the paragraph is that even thought they didnt have money, the sport often brought enthralled emotion and excitement.",157,221,740,,,1,0,0,,,,,,,
TRAINING,H,N,N,F,4945307,11,10208970,that there was a time when the school could afford sport equipment.,221,842,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,4945422,11,10208969,The sport of Track &amp; Field became a veryy popular passtime after the war due to it's simplicity.,221,842,740,,,0,1,1,,,,,,,
TRAINING,W,N,N,F,4945737,11,10208967,Track and field was a newly popular sport. The &quot;simplicity&quot; allowed people to appreciate the talent of the athletes.,2190,157,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2301352,11,10208491,sports became more popular after the war. More people began playing them and everyone got into it,157,221,740,,,1,0,0,,,,,,,
TRAINING,W,N,N,M,2301337,11,10208492,Track and field has become more popular over the years.,221,157,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,6238423,11,10209246,That track and field is a cheap sport for schools and it is a good example of someone making a goal seeing it through to the end.,157,221,740,,,1,0,0,,,,,,,
TRAINING,H,N,N,F,4946320,11,10209075,The authors central ides is that people were enjoying life after the war. The war was a shock to many people and many didnt understand it and how people could do this to eachother. The simplicity of track and field let people enjoy the small things and take their mind off the horrors of the war.,221,842,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,4946398,11,10209081,"After the war people were poor and running track and field was a cheap sport to do, wich got people in the town to get together.",842,221,740,,,1,0,1,,,,,,,
TRAINING,W,N,N,M,2302143,11,10208493,there is none,842,2190,740,,716,,0,0,,,I,,,,I
TRAINING,A,N,N,F,4945896,11,10209076,"The author's central idea is to inform the reader about why track and field was so popular. Even the author's father who had never been interested in his running in the past, began to gain interest in him and his times.",221,842,740,,,0,1,0,,,,,,,
TRAINING,H,N,N,F,2560843,11,10208505,the saburo was a very active child.,221,842,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,4946102,11,10209073,Stuff,221,842,,,716,,,,,,I,I,,,I
TRAINING,H,N,N,M,4946256,11,10209071,The sport at the school was very popular in the school.,221,842,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,4946294,11,10209077,The author's central idea in the paragraph is to display the favorable aspects of the sport that made Saburo attracted to it. It is describing the simplicity of the sport and how there was only one thing to focus on without too many complications.,221,842,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,2302768,11,10208494,"After the war was over, track and field was a popular activity in his school. Many schools could not afford equiptment for other sports like baseball or gymnastics but running only required a field. People loved the competition in the track races.",157,221,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,4945963,11,10209074,"When Saburo decided to join the track team track wasnt that popular as it is now. Back then people didnt know what track was becasue of the war. Also, many of the schools could offord things like that, even some couldnt afford basebal bats or anything.",221,2190,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,4946040,11,10209072,"The author's central idea in this paragraph is that he wants people to know and track and field don't require money or costs of expensive equipment to run a straight path, instead it's cheap and what not...like he said, &quot;..few schools could afford baseball bats or gymnastics equipment.&quot;",221,842,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,4948106,11,10209093,"The war had put financial burden on the country (&quot;at the time, few schools could afford baseball bats or...&quot;) and running was very cheap. Because of it's newfound accessibility, it grew in popularity.",221,842,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,2303388,11,10208479,"I'm sorry Ms. Jackson, I am for real.",842,221,,,716,,,,,,I,I,,,I
TRAINING,W,N,N,F,6240233,11,10209245,"The central idea is to inform the reader of the strong feelings the people had for the sport by using phrases like, &quot;...stirred the community to yells and often tears.&quot;",221,842,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,4948112,11,10209094,"The author's central idea in this paragraph is that because schools could not afford expencive equipment, track and field was popular for its simplicity.",221,157,740,,,0,1,1,,,,,,,
TRAINING,H,N,N,F,4947624,11,10209095,That you can make more out of less.,842,221,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,6239875,11,10209248,"the author's central idea is that good thigns can come from war, whether or not they were they were there before. in the instance of this paragraph, the good thing that sprouted from the post war time was the popularity of track and field.",157,221,,,,1,1,,,,,,,,
TRAINING,A,N,N,M,4947820,11,10209090,"The main idea in this paragraph that the author is trying to make is that track and field is becoming one of the most popular sports after the war. This is seen in the first sentence of the paragraph when the author says,&quot;...the sport was enjoying a popularity it had not known before the war.&quot; This shows that this text was written after the war, and that sports before the war weren't as popular becasue of people spending all their money for the war effort. Lastly, the author says that the community was very interested in the sport because of the new, simplicity the sport was compared to other sports.",221,157,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,4947900,11,10209091,The authors idea was to show what track and field was like and how simple something so complex could be.,221,2190,,,,0,0,,,,,,,,
TRAINING,P,N,N,F,2304010,11,10208480,"During the war it was hard to become noticeable and could not afford what was needed for the team due to rationing. As Mary explains what she witnessed joining track says,&quot;Few schools could afford baseball bats or gymnastic equipment.&quot;",221,2190,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,4947721,11,10209092,The sport was something that help the people in Japan take their mind of the war. It gained popularity since it was not introduced before tihe war. The people at Bukkyo High have somefthing to look forward to.,221,842,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,2304274,11,10208482,"Before the war, schools were able to buy baseball bats or gymnastic equipment.",157,221,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2304598,11,10208481,"The author's central idea in this paragraph is that track and field is becoming popular. The author states that the sport was &quot;simple&quot; but &quot;there was something in...the sport&quot;. He provides a description of the sport, &quot;the straight path to the goal, the dramatic finish line&quot; that created the crowd to cheer and to shed a tear.",157,221,740,,,2,1,1,,,,,,,
TRAINING,H,N,N,F,6240187,11,10209411,Track and field was slowly becoming more and more popular in high school life. Mary startes that &quot;the sport was enjoying populatiry it had not known before the war.&quot;,221,157,740,,,0,1,1,,,,,,,
TRAINING,H,N,N,M,4948465,11,10209089,"The author's main idea was that track had seen little attention before the war, and now that the war had started it gained a bit of popularity due to high costs of baseball bats &amp; gymnastic equipment.",842,221,740,,,1,0,1,,,,,,,
TRAINING,B,N,N,F,4948764,11,10208985,And there was something in the simplicity of the sport----the straight path to the goal,221,2190,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,6239933,11,10209414,"The centreal idea in this paragraph, is about Saburo joining track. And how popular track was it have gave him and the community stirred.",221,157,740,,,0,1,0,,,,,,,
TRAINING,A,N,N,M,6240886,11,10209409,the author is talking about how track was very popular in bad times because there was no money for any other sports.,842,221,740,,,1,0,1,,,,,,,
TRAINING,A,N,N,M,2304976,11,10208483,Track and field wasnt that popular before the war.,221,2190,,,,0,0,,,,,,,,
