label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,NR,N,N,F,6002624,11,10194520,students love ice cream and it has it heath benifits. its not the heathiest but it is heathier than most deserts kids eat at school. the kids love ice cream and it had it benifits so the school should return the ice cream the the cafiteria.,82,510,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,4943103,11,10193979,There are many arguments against having ice cream in school concerning the health of the students. Despite what many think there are health benifits to having ice cream. Also the majority of students in our Science and Health classes have voted to bring back the ice cream during lunch in a recent poll. These are a few reasonable arguements to bring back this delicious snak.,206,82,,,,1,1,,,,,,,,
TRAINING,A,N,N,M,2300228,11,10192982,"Having ice cream returned to the lunch hour of the day would provide for a much needed boost in the growth department for students. It would allow for essential vitamins and nutrients to reach young adults, in addition to being a very delicious snack.",82,90,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,4943976,11,10193974,"In concltuion the school should consider the return of the ice cream staion to the cafiteria during lunch not only will it make students happier ,but it will help their helth while eating something that they would enjoy.",814,90,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,4944009,11,10193977,Ice-cream returning to the school cafeteria can help teenagers support their growth since it contains good vitamins.,82,90,,,,1,1,,,,,,,,
TRAINING,B,N,N,F,2560769,11,10193038,"Although the school administration and some parents are against having ice cream back in the cafeteria, it is evident that ice cream has some benefits toward its consumption. It is easy to understand why the school and some parents are so quick to reject foods that are anticipated to have no health benefits, but then again, some foods that they turn away are not really unheathy like Ice cream, for instance. Ice cream is rich with calcium, vitamin K, vitamin A, vitamins B2, and B12, which are all needed in the growing bodies of teenagers. Why shouldn't the ice-cream station come back to the cafeteria? Honestly, there is no reason why it should be gone.",90,510,,,,1,1,,,,,,,,
TRAINING,W,Y,N,M,6237929,11,10194430,In conclusion I believe that Schools should serve ice cream,82,74,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,4944155,11,10193968,"The student body is not asking for reformation, we simply want to see the delicious treat we grew so fond of returned; nothing more. Though frozen dairy treats may not be the healthiest of snacks, they pose no real danger to the health of students and function beneficially in a variety if ways. Need I mention the revenue generated from the return of a favorite?",82,510,183,,,1,0,1,,,,,,,
TRAINING,B,Y,N,F,4943685,11,10193973,While many people think ice cream is unhealthy it has some health benefits especially for actively growing teenagers. Thus their may be a few decent reasons for bringing ice cream back. Ice cream would provide quick energy that many tired students need to make it threw an entire school day.,90,82,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,4944077,11,10193972,"Not only is icecream a smart choice for growing teenagers, but it is also a simple, cold, and afordable snack. Many students would like to see icecream back on the menu. It is not fair that we do not receive a vote in this disicion and hope that you will take our request seriously. Thank you so much for your concideration.",510,814,183,,,0,1,1,,,,,,,
