label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,Y,F,7920715,8,10183383,1uu2euiekreiroe,3021,1924,,,,,,,,,I,I,,,
TRAINING,H,N,N,F,7920470,8,10183380,"Jake's behavior in the crisis was scared, but calm.",649,2718,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,7920474,8,10183381,Jake is very organized and well prepared when it comes to crisises like the one that he was in with his team or freinds.,4353,4580,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,2424146,8,10182859,"Jake was calm the entire time he was looking for Paul. He didn't panic like someone normaly would, instead he knew that he should be looking for at least some of Paul's equipment.",2643,4329,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,7920285,8,10183326,His behavior was great and he was fast thnking and took actions with care but percise judgment.,1175,4353,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,7923913,8,10183325,He was suprised they they figured a way out and made it safe for all the visitors.,649,4353,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2424735,8,10182860,he is cautious and he really cares about his freinds and will always help and save them if they get stuck in an avalanche or sny situation.,1540,5407,3021,,,0,1,0,,,,,,,
TRAINING,B,N,N,M,7923838,8,10183327,"Jake knows how to react to a situation in a calm and orderly fashion, without having to get crazy. So he is able to",1540,4353,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,5317264,8,10183058,he was silsnvnAINpibgv,3021,1924,,,,,,,,,I,I,,,
TRAINING,W,N,N,M,2425430,8,10182861,"jake stays calm during a crisis and doesn't lose his cool, this is shown when the thinks back to what he knows about avalanches and uses his knowledge to help find paul under the snow.",649,5408,,,,1,1,,,,,,,,
TRAINING,B,Y,N,M,7927999,8,10183305,oi78kijtujyujtyuhjhjtyjtyh556yh56,3021,1924,,,,,,,,,I,I,,,
TRAINING,A,N,N,F,5318002,8,10183071,"He does his best to help with the situation. After looking for Paul, he finds him and tells the rest of the crew to dig him up.",1540,2658,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2470155,8,10182862,Jake was well preraired because if the training,1540,5405,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,7931242,8,10183356,He rushed and had to find a solution for his life.,649,5406,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,7932003,8,10183355,He stayed calm but alert. He was a little scared when this first happened but then realized the patrolmen knew what he was doing.,5405,4329,673,,,1,0,0,,,,,,,
TRAINING,H,N,Y,F,7932313,8,10183357,"Jake watched as the overhanging mass of snow, scukpted into a crescent shape by the blowing wind, finally cracked and broke away. Paul jumped back and watched the icy cornice strike the slope beneath, causing a small avalanche of snow to flow down Devil's Gully, as known avalanche path at Alpine Valley.",1634,2996,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,5319598,8,10183068,Jake did not freak out he was just relaxed as he was looking for any sign of something Paul had.,4686,2996,673,,,0,1,0,,,,,,,
TRAINING,H,N,N,M,2470682,8,10182863,Paul was so happy Jake saved his life and made a story about saving my life.,3076,2996,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2470875,8,10182864,In jake's crisis he stopped and yelled for Thomas to help him out of the snow,1540,5407,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,7938569,8,10183333,"Overall, I think Jake handeled the situation pretty well, and he kept his calm. He remebered what a train skier was supposed to do in time of emerhgency like being caught in an avalanche.",2643,4329,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,7938654,8,10183334,The conclusion on jakes behavior in a crisis is that he is very not caring about it by messing around. He also was less likely to disobey.,4686,2046,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2471456,8,10182865,Jakes behavior was disobeying. He did the complete opposite of what the comstructor told him to do.,1634,5406,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,7939532,8,10183314,"Jake was terified that something might happen, yet at the same time, he is calm and is thinking clearly.",4009,2996,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,7939484,8,10183315,I think he is good at staying in control so he could find what he needed. Although he was sacared he managed to pull himself together so he could concentrate on finding Paul.,3076,2718,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,7942369,8,10183306,"Jake's behavior in the passage is that he looks to the edge of the avalanche field just past a rock, he thought that he saw a glimmer of light reflecting off something, he skied toward it with no problem what-so-ever and recognized it as the tip of a ski.",5405,4580,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,5319561,8,10183069,The conclusion is that Jakes's behavior in crisis was to be deseperate and scare.,2658,4353,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2471582,8,10182866,"Jake seemed nervous yet he gathered courage to search for the lost character and was able to find him, so I think that even though the situation made him nervous he would still be able to act on a crisis.",4686,649,3112,,,0,1,0,,,,,,,
TRAINING,H,N,N,M,7943137,8,10183346,Jake was calm during the crisis,2996,2643,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,2603550,8,10182873,jake watch as the overhanging mass of snow sculpted into,4329,649,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5319889,8,10183070,Jake is pretty much just watching and seeing what the patrolmen are doing to try and help his friend.,1175,4329,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,7946612,8,10183358,Jakes behavior in a crisis was that he felt sick but then after that he knew what to do the text states that &quot; Jake knew that trained skiers who were cought in an avalanche would try to swim atop the flow and get to the side if the avalanche if possible. He looked to the edge of the avalanche feild just past a rock. He thought he saw a glimmer of light reflecting off something. He skied toward it and recongnized off something it was the tip of a ski.&quot; After thy found Paul.,1634,1175,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2475035,8,10182854,He was calm and knew what to do.,2718,2643,,,,0,0,,,,,,,,
TRAINING,NR,N,N,F,7950107,8,10183367,Jake's behavior in that crisis was that he dealt with it very well and he knew what had to be done. Some evidence from the story is :''He thought he saw a glimmer of light reflecting off something. He skied toward it and recognized it as the tip of a ski.&quot; He also yelled to Thomas to come and take a look and they both knew it was Paul.,1540,5406,673,,,1,2,1,,,,,,,
TRAINING,H,N,N,M,2476426,8,10182857,"In a crisis, I can say that Jake is very couragous and helpful.",5408,2718,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,2476350,8,10182855,Jake is fearful. The passage says that Jake felt sick. This means that Jake is uncomfortable in dealing with these types of situations.,1540,3076,673,,,0,1,0,,,,,,,
TRAINING,H,N,N,M,2476358,8,10182856,he was kinda sketched out about every thing and had nervous energy becauze he had to be some where at 5:00 Am,1540,5407,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,7953338,8,10183338,he need to help a person in need,4353,5408,,,,0,0,,,,,,,,
TRAINING,NR,N,N,F,7953735,8,10183337,"When Jake is in a crisis he is more allert, his sences get sharper, and he remains calm. When Jake sees the light glimmer off of Paul's ski, he goes over to it and yells for help, knowing he counld not dig Paul out in time on his own.",2718,1634,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,2476606,8,10182858,i think that the part where it says &quot;watching them test cornices with their skis and ski test the upper parts of slopes where new snow had fallen&quot;,1540,4580,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,4969092,8,10183054,He is calm and tries to think of a better way to solve things in time of crisis.,4327,4686,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,2604642,8,10182871,"Jake's behavoir in a crisis is that he will feel bad at first,then he will try to help after.",649,4353,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2902593,8,10182877,...,673,1924,,,,,,,,,I,I,,,
TRAINING,B,N,N,M,7957932,8,10183354,?,3021,673,,,,,,,,,I,I,,,
TRAINING,P,N,N,M,7958187,8,10183353,Jake' behavior in the crisis was tested but still Jake had remained calm in a time of stress and panic.He was feeling sick because of the avalanche but still he held to his gutt and and ended up dealing with the problem quite weel and was able to find Paul.,4686,2996,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2902757,8,10182876,The text states that Jake is willing to behave in a crisis way as he learns that ski tests on slopes where snow was ''loading'' and knocking cornices off the tops of rides.,4329,4686,,,,0,0,,,,,,,,
TRAINING,NR,N,N,F,5322909,8,10183074,Jakes behavior was calm during the crisis.,4327,649,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,7961429,8,10183332,IT shows that Jake can handle himself if their is trouble and that he will help if necesarry.,1175,4580,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2606323,8,10182872,He would figure out how to get out of the crisis.,2878,2046,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,7965122,8,10183343,his behavior was very calm because he helped out even when someone went missing and never paniced,4353,5406,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5324253,8,10183078,It shows that the more the directions come the more he is likely to obey.,1540,649,,,,0,0,,,,,,,,
