label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,A,N,N,M,1670944,11,10213878,"<p>she added 20 to the 120 where she doesnt know if the length has 2, 10 foot lengths on the outside. <b>She added 20 feet to 120 yards and said it was 140 yards instead of converting the feet to yards then adding that to 120.</b></p> <p>&nbsp;</p> <p><b>120 + 20/3 = ?</b></p> <p><b>= 126.7 yards</b></p> <p>&nbsp;</p>",5017,4928,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,1671658,11,10213879,<p>She calculated the length and width of the field in feet when the measuremnets taken are in yards.</p> <p>(120+10+10)x3= 420ft</p> <p>80x3+10x3+10x3=300ft</p> <p>The measurements are 300 x 420ft</p> <p>&nbsp;</p>,1486,5058,1605,,,1,0,0,,,,,,,
TRAINING,H,N,N,F,1672542,11,10213881,<p>The mistake that she made was that the measurements of the soccer field were in yards and she gave a solution in feet.</p>,1648,5058,1605,,,1,0,0,,,,,,,
TRAINING,A,N,N,F,1675084,11,10213816,<p>The 80 and 120 she used in her equations are in yards. She simply missed an obvious unit. And there are three feet per yard so I'm sure her calculations are off. So if you multiply the numbers which units she had wrong by three the answer should come out better than when she did it.</p>,5058,4928,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1677579,11,10213818,<p>The mistake that she made is that she just added the dimensions of the soccer field without changing the units to the proper unit which in this case is feet.</p> <p>The correct calculations for the dimensions of the soccer field are:</p> <p>width: 260ft</p> <p>length: 380ft</p>,5058,1486,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,1681527,11,10213741,<p>not 10-10 only one area needed 4 spectators and team members.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; width: 80+10=90&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; lenght:120+10=130</p>,4928,1486,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1683143,11,10213849,<br>She had to add 10 to the width only&nbsp;,5017,1362,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1963995,11,10213859,<p>The mistake she made was when she was plotting the land she thought she had more land then she actually did.</p>,1486,1698,5261,,,0,,,,,,I,I,,
TRAINING,H,N,N,F,1686571,11,10213857,"<p>She accidentally added the 10 ft &nbsp;of the width to the 120 yds two times,making it 140.<br> It'll be 140yds*120yds.</p>",1713,250,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1686460,11,10213855,"<p>The mistake that she made was that the dimensions of the soccer field are in yards, and the dimensions of the rectangular band are in feet; therefore, you cannot add yards to feet without converting them. The actual dimensions of the soccer field with the rectangular band are 260 feet by 380 feet.&nbsp;</p>",1713,250,,,,2,2,,,,,,,,
