label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,N,M,1527889,3,10185355,Source one is helpful because GROWING UP tells me information. When they grow up they might survive if they sre old enough.,800,444,435,,,1,0,1,,,,,,,
TRAINING,H,N,Y,M,2185115,3,10185588,"Sea turtle hachling face great danger.The newborn turtles must hurry to the water.Raccons,birds, and other predators eat baby turtles and any eggs theyfind.",444,489,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,1527747,3,10185356,Source 2 because it has more information.,94,489,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1266687,3,10185424,I think source 2 because it gives more detail how the sea turtle makes the nest.,820,804,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1266741,3,10185422,Source #1 helps more because it has more paragraphs than source 2.,800,839,,,,1,1,,,,,,,,
TRAINING,B,Y,N,F,1267189,3,10185423,thay can grow 200 years ags swam tow,489,405,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1267581,3,10185466,Seaturtles can grow up to 30 inches 76 centimeters long. Others can be up 6 feet1.8 meters long.The babies are about 3 inches.,800,839,,,,1,1,,,,,,,,
TRAINING,W,Y,N,F,1267304,3,10185465,I think source #1 is most helpful in understanding how big sea turles can grow because it tells you how big and long they git.,489,405,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,1268328,3,10185467,They can grow up to 7 feet long.,444,576,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1528312,3,10185357,75,444,496,,,726,,,,,,I,I,,,I
TRAINING,B,N,N,F,1274381,3,10185370,IT wasn't tought how to sw in the sea.,489,835,,,,0,0,,,,,,,,
TRAINING,NR,N,N,M,1275644,3,10185371,Big sea turtle grow by egges,839,496,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,1278180,3,10185369,The most helpful source is that the hatchlings have very sleek bodies so then the hatchling can move easily through the flowing water.I found the evedence in souce #2 in ocean world.This source is most helpful because then the hatchlings can move better in the nice water.,94,496,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1277803,3,10185372,number 2 because it tells me all about them growing up.It tells me about there sizes.And where they came from.,444,496,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1528860,3,10185351,mothers lay the eggs they hatch in 50-70 days.then they make there way to the water were they will be safe.,94,405,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1528984,3,10185352,SEA TURTLELS CAN GROW 20 FET,576,835,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1529004,3,10185353,30 inches in lenth.some can be up to 6 feet long.,835,496,,,,1,1,,,,,,,,
TRAINING,W,Y,Y,F,1529470,3,10185360,SEA TURTLE HABITS,94,800,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1813917,3,10185492,sea turtle hatchling face great danger.,804,800,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1530006,3,10185358,g,94,800,,,726,,,,,,I,I,,,I
TRAINING,W,N,Y,F,1529509,3,10185359,"Source #1 is the most helpfull Source because it talks about Sea Turtles,What The sea looks like and more.",800,820,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,2185722,3,10185589,sea turtles come in many sizes some are about 30 inches even [ 76 centimeters] long others can be up to 6 feet [ 1.8 meters ] long.,839,496,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,1530729,3,10185402,They can grow to 30 inches 76 centimaters.,820,405,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1531340,3,10185404,They can grow up to 6ft 1.8 meeters so they grow very big and it takes them 3 years to an adult.,405,820,,,,0,0,,,,,,,,
