label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,Y,F,2132593,5,10207037,"Nasbah school was sometimes at chinle but,she was afraid.Nasbah was afraid she'd forget the beauty of this canyon and the wash blew.the school should have all the thing it had in the text that i read.it should be big and have a garden.",257,564,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2641386,5,10207054,that it is in chinle,115,216,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5665740,5,10207397,I think that her school is very far away and that she would never get a glimpse of the canyon again.,257,198,,,,0,0,,,,,,,,
TRAINING,A,N,Y,F,5242609,5,10207293,They could show how she recuse the littel lamb and how she helped him.,257,216,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,2375857,5,10207044,Nasbahs school is... awesome for doing that,115,198,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,5308471,5,10207336,i think nasbah school is not really a place where she can speak the navajo languag even though she wants to,236,115,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,5672552,5,10207392,It was boring and far from the canyon.,564,236,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,5243598,5,10207296,hi my mantyttttttttttttttttttttttttttttttttttttttttttttt,533,115,,,,,,,,,I,I,,,
TRAINING,W,N,N,F,5243390,5,10207298,I think that Nabah likes when he Grandfarther sings old songs about nature because she didn't want to forget.,564,257,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5243513,5,10207297,Her school dosent have good sightings,108,160,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,5683039,5,10207454,very busy and organized and stricked,115,198,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,5683407,5,10207444,Nasbah's school is in Chinle. When Nasbah is at school she is afraid that she will forget her grandfathers beautiful voice.,564,533,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,10866219,5,10208294,Nasbas school can do a homework of what did you do over sping so she write it,115,216,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,9018703,5,10208079,I can conculde that at her school mabey she dosent have very many friends that why shes nervious.Or because she has to tell her mom or dad that she has a bad grade on her test.or she was for getting the song that her grandpa always sang to her.,216,198,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5245261,5,10207291,Grandfather is a great singer.,198,257,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2272385,5,10207045,it seems more like a camp that mosly learns about nature.,115,564,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5683532,5,10207445,"Sometimes when she was at school in chinle, she was afaid she'd forgot the beauty of his canyon and the wash below.",236,198,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,5683495,5,10207446,"That its far away and doesnt have a canyon. According to the text, she was afraid she'd forget the beauty of this canyon and the wash below.",198,564,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,2272359,5,10207046,I think Nasbah's school is in a city where it is very flat with alot of busy tings going on. Acording to text it said Nasbah didnt want to forget the beuty of the canyons so I am asuming her own city is not so nice looking,216,257,440,,,0,1,0,,,,,,,
TRAINING,A,N,N,F,5246079,5,10207292,"Her school is probably not very simaler to Navajo. It is probably either very far away or has a very different type of land. Either way her school does not remind her of Navajo, it makes her forget. As it says in paragraph 6 &quot;Sometimes when she was at school in Chinle, she was afraid she'd forget the beauty of this canyon and the wash below.",564,659,440,,,2,1,1,,,,,,,
TRAINING,NR,N,N,F,5686676,5,10207410,I think that her school is far away from the canyons.Or even near the city.,115,257,440,,,0,1,0,,,,,,,
TRAINING,B,N,N,M,5687109,5,10207413,she loved to here her sing songs,115,564,,,,0,0,,,,,,,,
