label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,Y,N,F,1381548,5,10211516,<p>dont know</p>,80,140,,,718,,,,,,I,I,,,I
TRAINING,B,N,N,M,2004802,5,10211533,<p><b>I think Julia is rong I think the inside and outside wall are 5 feet wide.</b></p>,140,80,,,,0,0,,,,,,,,
TRAINING,B,Y,N,M,2005327,5,10211532,<p><b>if</b>&nbsp; julif + 12ft+6ft she wod git 18ft&nbsp; and all and she wod have 44</p>,558,548,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,2005770,5,10211530,"<p>Julia anwser is incorrect because the outline in the middle does not have a number on it ,and&nbsp; you can not add without it.</p>",140,226,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,2005532,5,10211531,<p>I think she is not correct because she problaly didn't add the fts right.</p>,54,548,,,,0,0,,,,,,,,
TRAINING,A,Y,N,M,2006367,5,10211534,"<p>Yes, because the inside had less than to the outside and the outside had 1 foot wide</p>",54,140,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,2524552,5,10211559,<p>Your perimiter is 38ft on the outside 79 ft .</p>,140,226,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2524926,5,10211560,<p>The inside perimeter can be smaller and it can be the same becuase it matters if you put the concrete facing 1ft in or out.Therfore she is right and wrong because it matters how they made it.</p>,226,62,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2526185,5,10211561,<p>&nbsp; &nbsp;&nbsp;</p> <p>&nbsp;</p> <p>&nbsp; &nbsp; &nbsp;Julia is corect. Julia says that if the height is 1 foot then the perimeter is going to be 1 foot less then the perimeter outside the box. The inside perimeter is going to change by 1 foot because it is an outside barrier. The inside perimeter is 40 feet. The outside perimeter is 48 feet.</p>,226,80,43,,,1,0,1,,,,,,,
TRAINING,W,N,N,F,2527331,5,10211562,"<p>No, Julia is not correct. The outside perimeter of the sandbox is 48ft and the inside perimeter of the sandbox is 36ft.</p>",140,226,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2527522,5,10211563,<p>I think julia is correct because if you multily all the ones you'll get the perimiter.</p>,140,80,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,M,2530965,5,10211564,<p>yes he is correct</p>,109,62,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,3003280,5,10211616,"<p>no, she is incorrect because the wideness of the sandbox's wall (1 foot) has to be subtracted from the inside of the box in all sides. The whole sandbox has a perimeter of 44. &nbsp; &nbsp; 44 - 5= 39 and 44 - 1=43</p>",109,62,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2936560,5,10211611,<p>She is wrong because both sides have to be 1 foot wide.</p>,140,558,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2772293,5,10211614,<p>Julia is correct because the inside perimeter is less than the outside perimeter.</p>,140,80,,,,0,0,,,,,,,,
