label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,N,F,1297631,6,10181463,because it was so easy for him to get the oyster shells from the crevice that it was like childrens work to him.,846,5421,74,,,0,1,1,,,,,,,
TRAINING,W,N,N,F,1786390,6,10181508,"The inference that can be made is that he is saying the task is for children because it is so easy. You grab the basket, sink down, collect the shells, then come back up and do it all over again.",5405,5409,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,1298262,6,10181461,I believe that what Sevillano meant is that this is a job so easy that a child could do it and that children can pick up the basket s and bring them up to shore.,4009,1661,,,,1,1,,,,,,,,
TRAINING,W,N,Y,F,1299550,6,10181460,he just did text his friends mepy its rang but i'm trying myb best,3333,2643,1924,,,,0,,,,I,,I,,
TRAINING,H,N,N,F,1300322,6,10181384,about the the pearlers.,2370,4009,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1299969,6,10181385,"The Sevillano is telling him that it is easy and than giving him all these stories and these dangers,he was maybe just trying to make him afraid.",2878,5421,1924,,,0,1,0,,,,,,,
TRAINING,B,Y,N,F,1299973,6,10181386,the sevillano had gone down before the boys father and was still down as he dived again.,2027,4353,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1300875,6,10181388,that it was very easy,3076,4329,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1300753,6,10181390,"I can infer, that he is tying to say that the work is so easy ,that kids could do it",3088,2658,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1301282,6,10181389,c,3021,1924,,,,,,,,,I,I,,,
TRAINING,NR,N,N,M,1302192,6,10181387,he gives advice to the boy and tells him stories to try to make him his idol.,4686,5407,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1301889,6,10181391,The Sevillano said that as if meaning to say it was a very very easy job for him and was telling the narrorater he should try it even though he knew his father would never allow it.,4606,4327,1924,,,0,1,0,,,,,,,
