label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,Y,F,4944052,11,10197189,"Reading this passage of an editorial for the school newspaper on the advantages of wind energy you can think how much wind energy can improve your life, your living. Althought, there are also disadvantages as the noise that blades make, or as the impact on the landscape. Turbines are too big, their design is ugly and many people said that it is ruining the rural landscape. These are not the only problems make by this new innovative technology. There may be lightning damages, noise pollution. natural problems such as migration of the birds can be inluenced negatively.",579,469,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2688270,11,10196735,"The student who wrote this editorial for the school newspaper is for the use of windmills and how the advantages of wind power can be beneficial in society. But the counter arguement of the use of wind mills and the disadvantages of wind energy would be that it doesnt allow the use of wind to be working successfully for 24/7, and if the wind isnt powered the whole week then there would be no energy produced and the mills will be useless. Anoher reason why mills shouldnt be continued is that it can casue problems with the wildlife especially migrating birds. This can cause huge problems with maybe even casuing deaths due to the large blades rotating.",211,2137,254,,,1,2,1,,,,,,,
TRAINING,W,N,N,M,4943696,11,10197188,This test is stupid,803,579,,,726,,,,,,I,I,,,I
TRAINING,B,N,N,M,6238078,11,10197399,"While Wind Energy is a great resource for a clean way of obtaining energy, it is not always effective and can cause damage to nature. As we know wind is not always strong at certain times of the day, so to rely on Wind Energy for electricity 24/7 would not be very smart. Installing the windmills is what causes damage to natural grounds like mountains, forests, and other areas. We dont want to destroy natural areas like those because they provide us with so much, we dont need wind farms taking all that space. They also disturb birds that are flying by, risk of possibly getting hit and killed by a windmill blade. WOuldnt you hate hearing windmills in action, they are noisy and loud",469,579,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,4943764,11,10197187,Evnthough the windmills have its good sides it allso has its bad sides. Windmills desturb the tranquility of people with the noisy blades. From a clean pollution it turns into a really noisy polution like if it were a small jet engine. Not only the windmills interupt the tranquility they allso are the cause of endangering wildlife. Many migrating birds die because they have hit the windmill trying to pass through them. On top of all that they looks ugly and dont even work 24/7 a day.,211,469,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2300192,11,10196604,"There is a lot than can be said about green engery and how it works especially when it comes to using a resource such as the air that blows around us otherwise known as wind. Using the resources that we have has become a very important thing in this wrold due to the fact that we are running out of things or by a certain period of time they will be gone if we as the peopel who inhabit this planet don't change something. The only major issue with this entire situatution is whether or not it is windy,which is why we should do reserach to find where the windest places are in this country. Yes, there may be a few deaths of birds because they don't see the windmills as a threat and they may be a bit noisy and cause things to be a bit difficult, but that is why one should put them as far away from thins as possible. This is one of the few ways to create anergy that we aren't utlizing becasuse we are so set in our ways,but this is a new time where we actually have the technology to make these things possible. This way of creating energy doesn't cause pollution nor radiocactive waste such as using natural gas, oil, or coal which are becoming harder and harder to find due to the fact that we are using so much. The more westart to pay attention to what is going on with the Earth as well as what would be best for it, the easier it will be to survive.",2137,179,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,4945638,11,10197186,Wind does not blow 24/7 is a huge disadvantage to wind energy in the U.S. The blades on the wind turbines can be a serious issue to wind energy. The sad part is the turbines could kill birds.,469,803,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,4945305,11,10197184,"Wind Power,is the the one enery source,near the mountains.Even though,the spin,when the wind is blowing,at the same time.They are loud at some points of the day,thats way, when people ar driving on the freeway,people have their windows up. Eagles,hawks,and other birds,can get killed,if they fly too close to the blade or blades.The designs shouldn't matter,because,only people that never seen them before,are interseted in them.",211,469,254,,,0,1,1,,,,,,,
TRAINING,H,N,N,M,2300780,11,10196606,"Clearly, using wind power does not blow 24/7 but in that little time it can generate enough energy for large numbers of people. In 2012 the wind turbines generated about 3% of the U.S. electricity it might not sound like a lot there but that percentage is about 12 million households. Also wind power does not throw out pollution like many other resources that we use to get energy into our houses. It also does not the non-renewable resources such as coal, gas, and oil so we do not have to worry about it affecting or hurting our atmospher and the ozone layer that protects us from the sun.",579,2137,254,,,1,0,0,,,,,,,
TRAINING,B,N,N,F,4945465,11,10197185,"Wind Power uses windmill blades that turn in the wind to generate energy. Over the last decade, wind energy has become one of the most cost effective emerging technologies. The disadvantages of wind energy include the wind not blowing. One of the diadvangages of wind energy includes the wind not blowing 24/7. When the wind doesn't blow the windmill blades don't turn. If the wind doesn't blow that day what would we do? For example if there was a natural disaster and all we relied on was wind power, and the wind wasn't blowing then what would we do. I believe we should choose a more reliable energy source.",469,211,,,,1,1,,,,,,,,
