label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,N,F,1412391,11,10240379,<p>The newscaster is correct if the coffee pot were to break it carries 400 gallons of coffee a city block is 300 by 300 feet it would cover that and some. That coffee cup holds more coffee in the cup than a city block.</p>,603,5436,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1412430,11,10240376,"<p>If one gallon of water covers about 13.8 square feet, then 400 gallons would cover about&nbsp; 5,520 square feet, assuming one gallon is equivalent to 13.8 square feet. And if an average city block(near the mall) is 300 feet by 300 feet, that would be 90,000 square feet. So 5,520 square feet would be a little more than half of a city block. To be basic, the newsreporter was right. In a specific sense, calculations would be a bit off.</p>",5440,4231,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1412699,11,10240378,<p>The newscaster is not right. The 400 gallons of coffe would cover more then half a city block . One gallon covers about 13.8 square feet. If you multiply 13.8 by 400 you will get 5520. That's more then half a city block. 400 gallons of coffee would cover the&nbsp; equivalent of 18.4 blocks.</p>,4689,3053,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1669980,11,10240659,"<p>I have decided to not support the newscaster's claim because if what the newscaster says is true, then 1 gallon of water would have to cover 225 square feet, and the information that was given to me says that 1 gallon of water only covers about 13.8 square feet. Now, to look at this from a mathematical point of view, we can see that we have 400 gallons of coffee and the newscaster claims that those 400 gallons can cover half of a city block. One gallon of water can cover up to about 13.8 square feet, right? This is where our math abilities come into this whole scenario. we multiply 400g by 13.8 ft&sup2; to find out how many square feet this coffee cup fountain can cover, and it actually covers only about 5520 ft&sup2;, less than <u>half</u> of a city block. The claim that the newscaster has made is <b><b><u>FALSE.</u></b></b></p>",5464,5438,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,1412635,11,10240377,"<p>The fountain holds up to 400 gallons of coffee. If the cover would break at least half the city would be covered in coffee. With 1 gallon of coffee spilt it is already 13.8^2 feet. Multiply that by 400 gallons. That's 76,176 gallons split in the city. When the city is 300x300ft which is in total 90,000 which half of that is 45,000 feet. The newscast is not correct because the coffee that was spilt went ore than half the city.</p>",2465,5436,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1413432,11,10240382,"<p>The newscaster is correct. Due to the fact that 400 gallons of coffee would cover not only the equivalent of half a city block, but 5,520 square feet which is more than half a city block. Half of a city block would be about 150 feet and it takes one galloon of water to cover just 13.8 sqare feet. To do the math you would multiply the gallons of coffee which is 400 and the length of the city block which is 300. Although you are looking to see if the coffee would cover just half a city block, you would assume that if it covers more than a city block then it would obviously cover half of that. You could also argue that the newscaster is incorrect because her statement is that the coffee would cover the equivalent of <b>half </b>a city block and it actually would cover more than that.</p>",3053,5438,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1413064,11,10240383,"<p>The newscaster's claim is false because if one gallon of water covers 13.8 square feet and an average city block is 300 feet, and the newscaster claims it can only fill up half a block then it would come out to about 5,500 feet which is about 20 blocks.&nbsp;</p>",4689,5443,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,1413250,11,10240381,<p>&nbsp;The reporter is right it would cover about half a city block becuaswe one gallon of water covers about 13.8 square feet wich is an average of 300 feet by 300 feet .</p>,5438,4231,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1669891,11,10240660,<p>It would not cover up half a city block it would only cover up 74.29 feet&nbsp; which is less than half the city block.</p>,5438,2944,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1670101,11,10240661,<br>I believe that the newscaster's&nbsp; claim is correct based on the information that is given <br>If one gallon of watter covers about 13.8 square feet then the fountain can hold 400 gallons,5443,2465,,,,0,0,,,,,,,,
