label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,B,N,N,F,1386254,6,10213065,"<br><b>I expect to see more people than the years before. I expect to see new faces and lots of people voting for acts at the talent show to win more and more people coming to the talent shows like about 1,000 should be </b>at the talent show without absence.  <p>&nbsp;</p>  <br><b>The&nbsp; year of 2013 has the total amount of 400 students which percentage is 81% but in 2010</b> <b>it was a total of 460 students caculated by percentage and the percentage is 89%.</b>",5461,5481,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1387704,6,10213089,<p>93%</p>,5503,4378,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1391523,6,10213090,<p>idk</p>,321,328,,,,,,,,,I,I,,,
TRAINING,W,N,N,M,1392038,6,10213036,<p>405</p>,5465,4716,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1394077,6,10213030,<p>At least 350 students because every year at least 80% of the students were in the talent show.</p>,4383,4716,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,1394562,6,10213032,<p><b>There will be two hundred thirty- seven students attending to the talent show because there is always </b>like an 80% average from 2008-2013 and by knowing that they have to spend $280 just for spotlight.</p>,5469,4332,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2198899,6,10213154,<p>In 2014 80% of student will attend the talent show. 80% of 400 is 320. 400 multiplied by .8 is 320.</p>,5502,5470,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,45894,6,10212736,<p>I expect to have at least 20% of the students at the talent show. I got my ansewer by writing 80 over 400. I knew I had to get my ansewer out of 100 so I divided 400 by 40. Whatever you do to one side you have to do to another so I divided 80 by 40 and I got 20. When you have a number over 100 that means it's your persentage so I came up with 20.</p>,2666,4716,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,47428,6,10212746,<p><b>I would attend the talent show the 89% and the 88%.Because it holds a great prosperity to it.</b></p>,5489,4383,,,,0,0,,,,,,,,
TRAINING,I,N,N,M,47714,6,10212769,<p>I expect 324 students to attend the talent show. The way I found my answer is if it was 81 percent of 400 then I multiplyed 81 times 4 and got the answer 324 students.</p>,5461,473,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,47761,6,10212752,"<p>I expect to see abou 340 students. First, I found the average of the percentage of students that went to the talent show in the previous years. I got 85%. Then I turned that into a decimal and got .85 by moving the decimal piont two spaces to the right. I multiplied that by 6, since those were the number of years there are in the chart. My final answer is 340.</p>",473,5461,,,,2,2,,,,,,,,
TRAINING,A,N,N,F,48850,6,10212786,"<p>The number of students expected to attend the talent show is &nbsp;324 because last year, in 2013, 81% also means .81 and when you multiply .81 x 400, you get 324 students.</p>",5470,5483,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,48801,6,10212783,<p>OF THE 81% IS IN THE 400 STUDENTS.</p>,5469,4332,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,51084,6,10212775,<p>&nbsp; &nbsp; &nbsp;I think that about 83% of the students will attend the talent show. &nbsp;Since at least the percentage of students from the years 2008 to 2013 were in the 80% category I thought it would also be in the 80% category. &nbsp;I rounded the numbers and thought it would be around 83%.&nbsp;</p>,4326,4127,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,53984,6,10212789,<p><b>whell i looked at the student attendance and the percent went up to 83&nbsp; 85 89 84 88 81 it all staed in the 80s&nbsp; but it also went down i got my anser by each year.</b></p>,5482,5468,,,,0,0,,,,,,,,
