label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,N,F,2237497,4,10229864,<p>Carmen is correct because you do one times six and that equals six and two times three equals six.</p>,539,2325,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2237565,4,10229866,<p>I agree with Carmen because area is multiplication and 1 times 6 is 6 and 2 times 3 is 6.So Carmen is right.</p>,2325,544,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2237842,4,10229867,"<p>Peter is rite, 6 by 1 will cost more.</p>",544,2411,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2238202,4,10229870,<p>I say that peter is right because the other one is biger &nbsp;it caost more.</p>,544,831,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2237791,4,10229869,<p>Carmen is correct because one times six equals six and two times three equals six so they are both the same and so Carmen is correct.</p>,562,539,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2238427,4,10229811,<p>Carmen is correct because 1 yard times 6 yards equals 6 yards and 2 yards times 3 yards equals 6 yards also so the planting boxes take pu the same amount of space.</p>,2325,539,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2441751,4,10229874,<p>I now that two thirds can cover the same amount of wood beacause two thirds would only be an inch behind.</p>,234,831,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,2442321,4,10229875,"<p>a fence,with a gate 3yards</p>",2244,831,,,,0,0,,,,,,,,
TRAINING,NR,N,N,M,2450542,4,10229872,<p>(1-6) if you do 2 &times;3 =6 so Carmen's answer is right. &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p>,2325,544,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,2451601,4,10229813,<p>12</p> <p>&nbsp;</p>,539,2411,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2808156,4,10229959,<p>because it will be 12 yeards in toltal</p>,2411,235,,,,0,0,,,,,,,,
