label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,N,M,2291916,7,10237096,<p>My friend Eric is wrong beacuse he did the math wrong thats why he is wrong.</p>,3050,2838,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2292098,7,10237097,<p>Eric was correct up until he multiplied 12.5 and 11. Instead he should have just added the sums of 12.5*2+11*2. I believe the correct are surface is 94 square inches.</p>,2218,5492,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2292135,7,10237098,"<p>To find the volume, you need to do the length times the width, and Eric didn't do that; he just did the length times 2. Next, you would need to multiply that by 2, the height. No adding would be nessecary, so Eric added without needing to. The total surface area would be 275 square inches.&nbsp;</p>",5493,5492,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2541890,7,10237099,<p>Eric added wrong I checked his answer and got 607.5&nbsp; heres how you get the correct surface area you add these two numbers 137.5 +470.0=607.5</p>,3050,2218,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,3299831,7,10237100,<p>eric had left the .5 on the anwser for 12.5*11 and to correct this just get rid of the .5 and the anwser totals out to 184&nbsp;</p>,5492,5493,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,4607102,7,10237101,"<p>Eric didn't multiply his end result by two. Right now he only has half the surface area, so if he multiplies by two he will get the corrwct aswer of 369.</p>",3181,3050,,,,2,2,,,,,,,,
TRAINING,W,Y,Y,M,11009096,7,10237752,<p>267</p>,2838,2218,,,,0,0,,,,,,,,
TRAINING,I,N,N,F,6873157,7,10237105,"<p>To start off with, Eric multiplied wrong. 12.5 times 2 does not equal 25, it equals 250. Secondly, since he put 25 instead of 250, the surface area is wrong. If you add with the 250 then the answer would have been correct. The correct surface area is (12.5 by 2) + (11 by 2) + (12.5 by 11) = 250 + 22 + 137.5. The correct answer for surface area would be 164.7</p>",3800,1406,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,6880861,7,10237106,<p>he didnt put the numbers right and he didnt multiply right.</p>,2989,5493,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,7395821,7,10237107,<p>I think what he did wrong was he multiplied 12.5 and 11 also I think you just add 25 and 22 and thats it.</p>,5492,2838,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,7406732,7,10237109,<p>The error that Eric made was that he 12.5 and two will he also multiplied 11 and two. to get the corect surface area you'll have to multiply 12.5 by 11 and you'll get 137.5. then you multiply 137.5 by &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; two and finally you get your answer which is 275.</p>,3800,3050,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,7407045,7,10237108,<p>we have to not multipli in different methord there is an easy methord that we have to multiply all of them togeatherafter multiply we should have answer 137.5 which is correct.</p> <p>&nbsp;</p>,2942,3800,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,8091616,7,10237110,"<br>Eric did not use the proper way to find the surface area of the box. Instead, he multipied numbers together in a way that seems to be random. <br>To help Eric get the correct surface area, I would put the numbers together correctly to get the equation <b>S= 2(12.5*2) + </b><b>4(11*2)</b>. The first part of the quation would be for the top and bottom of the box. The second part would be for the sides. <br>The correct surface area is 362 square inches.",5492,3050,,,,0,0,,,,,,,,
