label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,Y,M,2521817,5,10231722,<p>If we put the large games first we'llget more people and we'll raise more money.</p>,2338,109,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,F,2341516,5,10231723,<p>i will let food and crafts first and then lareg games.</p>,2338,2382,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2778077,5,10231782,"<p>It is better to place the large games first because they take up the most space. If you place the food and crafts booths first there could not be enough room for the large booths. You can place the large &nbsp;games at B,C, and G.</p>",2338,109,,,,2,2,,,,,,,,
TRAINING,W,Y,N,M,2778297,5,10231783,<br>&nbsp; You should place the booths for large games first because if you place the booth for crafts and food first you might use the sections that are big. &nbsp;That you can use smaller sections for the booths for crafts and games. &nbsp;Then you would not have a section big enough to fit the booths for large games.,543,2338,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2778476,5,10231781,<p>If the crafts and food were placed first it would be to big.When you place larger booths first you can figure out how much room you have for the small.Section B and section F and section C would be the best place to put the large games.</p>,2281,109,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2778816,5,10231793,"<p>The mistake that could be made is that food and crafts would take up one whole booth and you can get your hands dirty well you are eating and doing crafts. Also food and crafts would take up the same amount of space as the large games do, and together both of the booths take up 2 spaces so in all there would be 4 booths in 1 section. The sections that large games can be placed in are section B, section C, section F. &nbsp;</p>",2338,2150,,,,1,1,,,,,,,,
TRAINING,W,Y,N,M,2779075,5,10231787,"<p>It would be better to place the larger booths first because placing the larger booths first would be easier to find a spot and the smaller booths could fit through the small parts between the big booth openings and if you placed the smaller booths first, it would be harder to find a place for the big booths.&nbsp;</p>",2382,2145,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2779295,5,10231784,<p>You should put the larger booths first because if you were to put the food and crafts first the larger games may take up a walkway. If you put the food and crafts in the wrong section. So that means that the larger games should go in section B because that is the biggest area.</p>,2150,2338,713,,,1,0,1,,,,,,,
TRAINING,W,N,N,M,2778830,5,10231791,"<p>If we do that it might block the walk way and no one can fit through.We can fit a large games in &nbsp;section B,C, and G.</p>",2338,543,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2779173,5,10231785,"<p>&nbsp; &nbsp; A mistake you could make if you put down the crafts and food booths first is you could put them in the wrong spot and not have enough space to put the large games booths. You could put the three booths in Sections B,C, &amp; G.</p>",543,109,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,2779224,5,10231792,"<p>&nbsp; &nbsp; &nbsp;There might not be room to place the<u> <b>big games (large games)</b></u>.Placing the small games would be easier so that they can put more games in!They can put in one of the large games in G,F,H.There feet is (are)F,G,14 H 7 &nbsp; &nbsp; &nbsp;and the small games go in A ,B, C, D.There is 6 feet of walkway any thing smaller than 5 feet their fair would get put down which means gets destroyed. You will get no money at all also of fire hazard.</p>",2338,537,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2778929,5,10231788,"<p>it would be better because you should always start with the biggest things first and you might not have room for it later. a mistake you can make is puting all of the crafts and food in the spot where the large games should go.</p> <p>section B, C, and G.</p>",2150,537,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,2779186,5,10231786,"<p>&diams;&nbsp; &nbsp; They could be in section C, G, and in section B</p> <p>&nbsp;</p> <p>&diams;&nbsp; &nbsp; If you place the large booths first Then people will be excired to play games and not EAT!!</p> <p>&nbsp;</p> <p>&diams;&nbsp;&nbsp;&nbsp;&nbsp;The mastake that could be made is they cant fit in one section&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",2281,2338,,,,1,1,,,,,,,,
TRAINING,H,Y,N,F,2778718,5,10231789,<p>it would be better if the place would be bigger becaues all 3 can fit in 1 booth like b one of the big booths.</p>,109,2338,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2778893,5,10231790,"<p>&nbsp;</p> <p>&nbsp;</p> <p>The mistake that James made was that he thought the food and crafts booths took up the more space when added up, but the large games actually took up the most space. The three large game booths, will be placed in Section B,C, and G.&nbsp;If the crafts and food are placed first, we will not know how to plan the rest of the booths out, therefore leaving some of the booths out or having tight walkways.&nbsp;</p>",2338,2382,713,,,1,2,1,,,,,,,
TRAINING,NR,N,N,F,2779575,5,10231797,"<p>You shouldn't place booths other than the large first games because it is the <b>biggest&nbsp;</b>booth. Also, you could make the mistake of placing the other booths first by not having room to put the large games anywhere. The large games can be placed in sections B, C, F, and G.&nbsp;</p>",109,2281,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,2937355,5,10231804,<br>You should place the booths for large games first because you can see how much room you have after you place largest to smallest. You should also do this because if you put the booths for crafts and food in first the larger things will not have as much room so that is why you should place the larger things&nbsp;,2382,2338,713,,,1,0,1,,,,,,,
TRAINING,W,N,N,M,2779715,5,10231794,"<p>It would be better to place the large games first because you need 3 booths that are 14 by 17 feet, if you place food and crafts first, you could make the mistake of taking up two of the 14 by 17 feet booths, then the three large games would never fit, you should start by placing the three large games booths in Section B, Section C, and Section G.</p>",2145,109,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,2937361,5,10231805,"<p>But, when the children first come in they would want to play large games first and then once they are tired they can go and eat and get away from the games and do crafts. The large games would fit in Section A, B, and C.</p>",2338,537,,,,0,0,,,,,,,,
