label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,A,N,N,M,1607374,4,10217030,<p>Mia's mistake was that there are only 20 students.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>20 x 8 = $160.00</p> <p>4 x 10 = $40.00</p> <p>&nbsp;</p> <p>$160</p> <p><u>+ 40</u></p> <p>$200</p>,173,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,1611114,4,10217040,<p>Adult ticket is 10 dollars not 8 dollars.</p> <p>$200</p>,545,231,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,1611150,4,10217038,"<p>Mia made a mistake by saying that for all students and adults to go to the musem is $8, but for adults it is $10 and for students it is $8. So mia timed 24 times $8=$192, but its 20 times $8 + 4 times $10 = $200.</p>",534,231,,,,2,2,,,,,,,,
TRAINING,H,Y,N,F,1946548,4,10217008,<p>That she times somththing different and she times $8 with 24.8n ever was on the topic and she didn't put a doller singh at the 24 dollers.</p>,545,231,718,,,1,0,0,,,,,,,
TRAINING,H,N,N,F,1952400,4,10217010,<p>THE MISTAKE MIA DID WAS 24 MULTIPLIED BY 8 DOLLARS. BUT FOR THE PARENTS ITS 10 DOLLARS.SHE HAS TO MULTIPLY 20 BY 8 AND THAT EQUALS 160 DOLLLARS THEN YOU DO 4 MULTIPLY BY 10 AND THAT EQUALS 40 DOLLARS. YOU ADD 160 DOLLARS AND 40 DOLLARS TOGETHER AND YOU GET 200 DOLLARS. THAT'S WHAT MIA DID WRONG.</p>,534,543,,,,2,2,,,,,,,,
TRAINING,H,Y,N,F,1961713,4,10216968,<p>She has friend's that are going with her to the movie and&nbsp; it kosy 216 dollars to send for her friand's.</p>,543,173,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,1961598,4,10216969,"<p>The mistake Mia made was that she fregot to multiply the individual of adults so it would be</p> <p>$192 times 10 wich= 1,920.</p>",231,173,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2446774,4,10217135,<p><b><b>Mia could have done it an easier way. The way she did it confused her. The correct cost is <u>200$</u>. She had a lot of multiplying so that is why she got it wrong.</b></b></p>,231,543,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2446867,4,10217137,<p>There is a different cost for adults. Adult individuals are $10.00. <b>Student</b> individuals are $8.00. The correct answer is $200.00 because $160.00 + $40.00 = $200.00.</p>,545,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,2447059,4,10217139,<p>her mastake is that she put 192 for her answer she had to put 200</p>,231,545,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,2447723,4,10217141,<p>its going to cost 232</p>,231,543,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2447578,4,10217143,<p>MIA made a mistake on&nbsp; 24x8 =</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>,543,231,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2449502,4,10217144,<br>you dont add twint pless 4,534,231,,,,0,0,,,,,,,,
TRAINING,NR,Y,N,M,2449052,4,10217145,"<p>.kmj,ljlkp.k./,..mj,mj j&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>a</p>",231,545,,,713,,,,,,I,I,,,I
TRAINING,A,N,N,F,2449872,4,10217147,<p>she multiplyed wrong it was suppose to be 20 times 8 and 4 times the money for the individual aldult cost. The answer is &nbsp; &nbsp;160 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;40</p> <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;(20 x 8) +(10 x 4)=$200</p>,231,534,718,,,2,1,1,,,,,,,
TRAINING,H,N,N,M,2450280,4,10217088,"<p>The mistake Mia made was that she added twenty and four and got twenty-four ,but</p> <p>she was suppost to multiply not add.The individual tickets cost two hundred dollars.</p>",545,231,718,,,2,1,1,,,,,,,
TRAINING,H,N,N,M,2450427,4,10217090,<p>she was suppoded to multiply</p>,231,543,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2450470,4,10217079,<p>she did not multiply and the answer is 240</p>,231,545,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,2450738,4,10217077,<p>SHE MADE A MISTAKE .SHE COUTS WRONG.because each student cause 8 and adult10</p>,231,543,718,,,1,0,1,,,,,,,
TRAINING,H,N,N,F,3014905,4,10217286,<p>She didn't make any mistakes at all. She got the answer right</p>,231,545,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,3015005,4,10217291,<p>Her mistake was that she did not add the individual adult pass so that is how she came up with $192 the correct answer is $ 160</p>,173,231,718,,,0,1,0,,,,,,,
