label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,B,N,N,F,2205981,8,10219677,<p><u><b><b>?????????</b></b></u>???The group would need to travel 5 miles from their current location to the South Pole. Going to the base camp passing through their current location they would have to travel 65 miles. If each block is 5 miles that means you'll have to count by 5s from the starting point to the ending point giving you the amount of miles they'll have to travel.</p> <p>&nbsp;</p>,5525,5487,331,,,1,0,1,,,,,,,
TRAINING,H,N,Y,M,2879299,8,10219701,<p>60 miles. On the graph it shows that the south pole and camp is measured by 5 miles for each square box space. Therefore if you count by 5 for each box you end up with 60.</p>,4459,5487,331,,,1,0,1,,,,,,,
TRAINING,W,N,N,M,2879266,8,10219698,<p>The group is south right now. so to get from where they are to the south pole they have to travel up north 15 miles.as they are at the South pole they want to travel back to there base camp. they can go two ways. they could go back down to where they first started 15 miles then east 60 miles. or they can go from the south pole east 60 miles then diown south 15 miles. so either way they go they are gonna have a total of 75 miles to get home from the south pole.</p>,5518,5497,331,,,2,1,1,,,,,,,
TRAINING,W,N,N,M,2880833,8,10219695,"<p>The group will travel a total of 90 miles. They have to travel 15 miles to get to the south pole and then another 15 back if they want to retrace their steps. They then have to travel another 60 miles to camp. In total, 60+15+15=90 miles.</p>",5497,4090,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,4748697,8,10219712,<p>They must go 15 miles to get to the south pole from their current location and then must go back the 15 to the location and an additional 60 miles back to their base camp for a total of 90 miles back to the base camp.</p>,5524,4459,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,5394262,8,10219717,"<p>They will travel a total of 90 miles.</p> <p>&nbsp;</p> <p>Traveling from where the group is now to the South Pole is 15 miles, then traveling back to where the group was is another 15 miles. Then traveling in a straight line back to camp is 60 miles.</p> <p>&nbsp;</p> <p>15 + 15 + 60 = 90</p>",5525,478,,,,2,2,,,,,,,,
TRAINING,B,N,N,M,6928425,8,10219729,<p>the answer is 140 miles because every littel square is 5 miles and there is 14 squares so then you have to add 14 to 14 because there going there and back so then it would be 28 then you have to multiply 28 to 5 then you get your answer &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,4090,5524,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,6928468,8,10219726,<p>It would take 5 miles to get back to the camp. because it show it on the map.</p>,5525,4138,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,7439572,8,10219755,"<p>&nbsp;&nbsp;&nbsp;&nbsp;They will have to travel 90 miles to get from their current location to the south pole, and then back to the base camp. It takes 15 miles to get to the south pole from their current location. Then they have to go 15 miles back down to go from where their current location was. Lastly, they will go 60 miles to get back to the base camp. 15 miles + 15 miles + 60 miles = 90 miles.</p>",3381,5522,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,7439615,8,10219757,"<p>The group will have to travel 90 miles. Each square on the grid represents 5 miles, and they have to walk 3 squares to get to the south pole, so that is 15 miles. Then, they have to walk 3 squares back to the location that they were before, so that is another 15 miles. From there, they have to walk 12 squares to the base camp, which is 60 miles. You add all of these up and you find that the total distance traveled is 90 miles.</p>",478,5522,,,,2,2,,,,,,,,
