label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,N,F,2373948,5,10182443,Will went to get the phone and then he went back to his room and when he got back it was just sprinkling and so he asked they want to go out and play ball but then it stop rianing and the sun came out and they played for as long as they could.,510,566,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2374266,5,10182449,"Will went to the bedroom and got the phone, and got the phone book to look for the numbers. All the boys were bored until Will caled them. When they all went to Will's house, they started to make a plan. They all decided to play a game of checkers. When they played four rounds, the rain stopped. They all cheered and went to play baseball.",114,566,,,,1,1,,,,,,,,
TRAINING,NR,N,N,M,2375197,5,10182446,"&quot;Good now i have to get this laundrey done&quot;said Mom. Will jumpes on the couch and calles Andy. When the phone rings he shouts to his mom and askes &quot;Can the boys and i go for some ice cream?&quot; askes Will. &quot;Yes&quot;. said Mom. Will calls Andy,Erik,and Evan.they all say yes and Will's Mom picks them up and head out for ice cream. The boys come back and take turns playing a game they invented called rubber ball were there the same rules as baseball but you use a rubber ball and use a balloons for a bat. The score was Mom 1 Son 0.",210,566,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,5671589,5,10184159,"After Will made the phone calls, his friends decided to have a sleep over with Will and came over and looked very excited when they were watching a baseball movie, all the boys were shouting over the teams they loved. They also had popcorn, drinks, and candies. Then after they watched the movie, they started to play around. The boys notice that it s getting late and so all of the boys fell asleep together in thier sleeping bags n some Will's bed.",776,644,183,,,1,2,1,,,,,,,
TRAINING,H,N,N,F,5671697,5,10184162,A boy named will was sad because it was raining and he could not go and play basketball. So his mom said call your friends i bet they are bummed out too.,344,776,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,5672149,5,10184100,"Will reached into his pocket to grab his phone. He asked all his friends who he he had in his contacts and called them. &quot;Hi James!&quot; said Will through the phone. On the other end of the line James replied, &quot;Oh hi Will!&quot; &quot;Hey James, want to come over to my house and hang out?&quot; &quot;Sure! I'll be there in a second.&quot; Then Will hung up. &quot;Sweet, 1 down 4 to go!&quot; Will then dialed up his 4 other friends, Matthew, Jake, Adam, and Bob. Once all of his friends were at his house they built a fort, played cherades, and played on Will's Wii. When they all left an hour later, Will said,&quot;This was the best Saturday ever!&quot;",163,344,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,5672132,5,10184103,"Will ran out of his room and down the stairs. &quot; I love you mom. You are a life saver.&quot; he screamed from the kitchen. Will did what he said he would do, call up his friends to see if they could come over. &quot;Hello is this Caleb's mom.&quot; he said jumping up and down. &quot;Yes it is why?&quot; &quot;Well I was wondering if Caleb and his brother, Ruben, can come over to play video games and hang out.&quot; Will said almost slipping and falling on the tile floor. &quot;Sure.&quot; Caleb's mom said to Will. &quot;Ok. Thank you. Bye.&quot; Will said jumping so high he almost touched the roof. &quot;Ok. See you soon.&quot;",114,82,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,5675808,5,10184176,Will then began to call his friends.,814,644,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2379353,5,10182436,Will called some of his teamattes to come over saying he had a great idea of what they can do. When they got to his house he invited them in. They were all excited and kept asking him what his idea was. He ran into his room and when he came out he was holding 8 nerf guns and some foam bullets. Everyone in the room grinned and a couple minutes later Will and his teamattes were shooting each other with foam bullets laughing and having fun on a rainy Saturday.,566,131,183,,,2,1,2,,,,,,,
TRAINING,W,N,N,F,2379955,5,10182439,"So Will made his calls to the other boys on the baseball team, and Will told them all to come over to his house in 15 minutes, but Will did not tell them what they will be doing at his house. So 15 minutes later, all the boys on the team came to his house. One of the boys asked Will, what are they doing at his house. Will told them all about his plan. So after Will told them about his plan, some of the boys started to brainstorm some ideas of what they will be doing. One of the boys thought of a great idea of what they could be doing. So 5 minutes later, they were asking Will's mom if they could go to the arcade. Will's mom said,''Yes.'' So the boys went to the arcade and were there for 2 hours. They were all glad that they got to do something.",131,90,183,,,2,1,2,,,,,,,
TRAINING,H,N,Y,M,2379807,5,10182437,Kids write about a rainy day when will it ever stop.,776,82,,,,0,0,,,,,,,,
