label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,A,N,N,F,3116017,11,10200273,"Dr. Gordon is emphasizing the intricacy and vastness of genomes. Individuals are not the expression of a single gene. Instead individuals are the expression of genes of different species working together. In his article, &quot;Germs Are Us,&quot; Michael Specter states that genes have been looked upon as our &quot;biological destiny [...] When DNA is damaged or genes interact poorly with one another the eventual result is disease&quot; (Germs Are Us). Specter indicates the role that genomes play in an individual's body. Genes determine the structure of a person and DNA works together in order to help the individual live healthily. Inadequate interaction between DNA may result in diseases. Furthermore Dr. Gordon's quote conveys the vastness of genomes in our universe. Dr. Ruebush, author of, &quot;Why Dirt is Good,&quot; demonstrates this vastness by writing, &quot;The typical human probably harbors some 90 trillion microbes [...] The very fact that you have so many microbes of so many different kinds is what keeps you healthy most of the time&quot; (Wash In Moderation).",2130,627,,,,2,2,,,,,,,,
TRAINING,A,N,N,M,3116028,11,10200274,"This statement suggests that the human body is not just one living thing, but many organisms cooperating with each other. An example of this is that the human body is composed of trillions of individual cells in which they all work together in order to function as a organ for the human body (Source 2). Another example is that the body consists of bacterias which is vital to the process of breaking down components and digesting the food in your stomach (Source 4).",627,637,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,2301819,11,10200197,"we all are working for the one DNA sequence that makes us immune to all viruses but all organisms need to work diffrently to try all the possibilities and see if they end up getting it. in the first source, under training the immune system, it says taking out harmfull bacteria from the land will bad for us because it makes our immune system used to it being alone and wont have any defenses when it has to fight it.",2130,627,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2302067,11,10200198,"Us as people are not individualy a genome, Dr. Gorda is sayng &quot;a genetic landscape&quot; whihc means landscape is huge, a big place. so us the people are all germs working together to make you whole genome.",2130,637,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,2302657,11,10200199,"What is meant by this statement is given by Dr. Gordon says that we are human,we should be able to adapt to our surroundings mainly within our bodies. Which there isn't a limit, because within evolution our bodies comes evolve and grow. Which,&quot;The typical human probably harbors some 90 trillion microbes....that you have so many microbes of so many different kinds what keeps you healthy most of the time&quot;(Wash in Moderation). As well as, &quot;good bacteria, ones that only don't make you sick but actually improve your health&quot;(Eat Your Germs).",67,2130,,,,2,2,,,,,,,,
TRAINING,A,N,Y,M,2302369,11,10200202,This mean humans have to protect themselve to not being sick and they have to eats more protein and energy to let their body have a lot of healthy food and thay way they won't getting sick or anything else.,812,2151,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2302689,11,10200201,"What this statement is trying to say is that in order for us to be complete we need to have a little bit of everything, even the bad things like germs. Germs are not always a bad thing for you because they help your immune system get stronger.",627,77,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,2302416,11,10200200,.,812,2130,,,708,,,,,,I,I,,,I
TRAINING,H,N,N,F,2303444,11,10200182,"The statement that Dr. Gordon points out implies that all the germs, who are being considered &quot;species&quot;, are working together in an individual human genome to help our immune system become healthy. In the article, &quot;Germs are Us&quot; by Michae Spector points out that, &quot;Germs make us sick...But everyone focuses on the harm. And it's that simple, because without most of these organsims we could never survive&quot; (source #3). This shows that we need the germs to better survive.",2130,637,436,,,2,1,2,,,,,,,
TRAINING,A,N,N,F,2304053,11,10200181,"The statement that Dr. Gordon wrote is that in this planet, through out the whole world, each and everyone of us humans have different kinds of disease that can be spread around. The thing is that these viruses are not viruses that make us sick, but viruses that can create the human body to become better than it is. Different kinds of viruses can help the human body create something better and to make us healthy. As it says in the article 'A Universe of Us', &quot;These are not viruses that make us sick. These are an integral part of the microbiotic universe that makes us healthy.&quot;(TheNewYorkTimes). Also if we spread these 'healthy' germs, it helps others who are sick and sometimes kicks the unhealthy ones out to create a new and clear immune system to the body. &quot;Not only does this allow for 'practice' of immune responses, which will be necessary for protection, but it also plays a critical role in teaching the immature immune response what is best ignored. (Jane E. Brody).",627,2151,436,,,2,1,2,,,,,,,
TRAINING,H,N,N,F,2304176,11,10200184,"The quote seems to be refering to the fact that a human body is not a single organism, but rather an organism made up of many smaller organisms with their own distinct purpose. This can be seen in &quot;Germs are Us&quot;, when it is stated that &quot;Germs make us sick... But everyone focuses on the harm... without most of these organisms we could never survive.&quot; In &quot;Babies Know: A Little Dirt is Good for You&quot; it is stated that &quot;worms may help to redirect an immune system that has gone awry and resulted in autoimmune disorders, allergies and asthma.&quot; Both of these quotes show that a certain amount of bacteria interaction is necessary for things such as the developement of the immune system to happen. (Source #1 &amp; #3)",637,627,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,2303943,11,10200183,"Our body is like one huge factory , every little thing has its job and knows what to do they rely on one another and thats what makes the human body so magnificent. A universe of us. #1",2130,67,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2304268,11,10200185,dsgsdgdsgdsgdsgdsgd,2130,637,,,708,,,,,,I,I,,,I
