label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,NR,N,N,M,1632875,3,10219134,<p>John calculated wrong because 40+35=75+15=90 he got the sum wrong because he counted the tens and not the ones.</p>,534,550,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,1637900,3,10219137,<p>He forgot to put the oneon top of the three.</p>,543,550,,,,1,1,,,,,,,,
TRAINING,A,N,N,M,1643049,3,10219114,"<p>John totaled the number of sandwhiches wrong.For the field trip,there should be 90 sandwhiches in all. So 90 isn't</p> <p>&nbsp;</p> <p>35+40+15=90 sandwhiches in all</p> <p>&nbsp;</p> <p>So it should be 90 sandwhices instead of 80 sandwhiches.</p>",543,555,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,2266895,3,10219246,<p>John didn't regrop the tens on his paper.</p>,550,258,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2269107,3,10219248,<p>Johns mistake was he added wrong.</p>,231,173,718,,,0,1,1,,,,,,,
TRAINING,W,N,N,M,2269146,3,10219249,<p>Johns mistake was he did not borrow.The actual answer is 60 sandwiches.</p>,231,555,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2269272,3,10219250,<p>John's misake was that he couted 35+40+5 insdeed of 15.Sojohn added 35+40+5 to get 80.</p>,550,231,718,,,0,1,0,,,,,,,
TRAINING,B,N,N,F,2270231,3,10219252,"<p>John's mistake was that he didn't regroup, because he was supposed to regroup 5+5 and he would get ten, but he got the answer wrong because he didn't borrow the one from the ten and put the one on top of the 3. If he would have done that he would have added a one to the eight, and would have gotten 90 for his final answer.</p>",173,231,,,,2,2,,,,,,,,
TRAINING,A,N,Y,M,2270392,3,10219148,<p>john's mistake was that he did not add the two five's it was 90 because 35+40+15=90 the two five's had to be counted.</p>,231,173,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,2438370,3,10219152,<p>John forgot to add the one to the three so it can be four plus 40 plus 15 =90</p>,173,534,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,2715484,3,10219253,<p>The mistake is that the 0 is suppose to be a 5.</p>,258,543,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,2954942,3,10219409,<p>he is wrong the correct total is 90</p>,534,543,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2954616,3,10219407,<p>he has to carry the one in the ten .</p> <p>&nbsp;</p> <p><br> &nbsp;</p>,173,258,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2955884,3,10219411,<p>John for got to put the one over the three to get&nbsp; 90 not 80.</p>,173,231,,,,2,2,,,,,,,,
TRAINING,H,N,Y,F,2963898,3,10219405,<br>Johns's mistake was that he added wrong.The correct total of sandwiches needed for the field trip is 90 sandwiches.,173,231,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,2910238,3,10219384,<p>John added 35+40+15=80.&nbsp; That is wrong because you have to add all those numbers up and carry the 1.&nbsp; So it equals 90!</p>,555,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,2912621,3,10219387,<p>John's mistake was he forgot to add the fives so 90 sandwiches are needed.</p>,543,258,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2912796,3,10219385,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 35</p> <p>&nbsp;</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 40</p> <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p> <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;+15&nbsp; &nbsp; &nbsp;&nbsp;</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &mdash;</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 90</p>,555,543,,,,2,2,,,,,,,,
TRAINING,A,N,N,F,2913324,3,10219389,<p>He forgot to put the greater number first and then the smaller number that is John's mistake</p>,173,534,,,,0,0,,,,,,,,
TRAINING,NR,N,N,M,2913084,3,10219391,<p>He didn't put the numbers in the correct place he should of done it like this 40+35+15=90.</p> <p>&nbsp;</p> <p>&nbsp;</p>,173,550,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2914283,3,10219393,<p>he needs to add the 1 on top of the 40</p>,258,534,,,,1,1,,,,,,,,
TRAINING,B,Y,N,F,2913851,3,10219399,<p>His mistake was that he calculated it worng. The answer is really susposted to be 90.</p>,555,534,718,,,1,2,1,,,,,,,
TRAINING,H,N,N,F,2914111,3,10219397,<p>He forgot to carry the numbers and 35+40+15=90.</p>,173,231,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,2913774,3,10219395,<p>John didn't regroup.</p>,258,231,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2913864,3,10219403,<p>Johns mistake was in the first calam he 5+0+5=0 so he forgot to regroup i know that because i did the problem my self so he in all there are 90 sandwishes</p>,231,555,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,3868962,3,10219455,<p>the anwser would be 90 beacause I aded wrong</p>,550,543,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,3889753,3,10219453,<p>35 + 40 + 15 =90</p> <p>&nbsp;</p>,258,173,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,3858882,3,10219573,<p>jonhn mistake was he added the rong numbersh</p>,258,550,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,3859089,3,10219575,<p>&nbsp; 35</p> <p>&nbsp;</p> <p>&nbsp; 40</p> <p>&nbsp; &nbsp;</p> <p>+15</p> <p>_____</p> <p>&nbsp;</p> <p>&nbsp; 80</p>,173,231,718,,718,0,1,,,0,,,I,,
TRAINING,W,N,N,M,3869869,3,10219483,<p>His mistake was that he forgot the two fives. Five plus five is ten and ten plus 80ni 90.</p>,173,231,718,,,2,1,1,,,,,,,
TRAINING,H,N,N,M,3869957,3,10219487,<p>35&nbsp; 40 =75&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 75&nbsp; 15 =90</p>,555,543,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,3869451,3,10219485,<p>The correct number of sandwich is 90 sandwiches and John mistake was he forgot to carrie the 1 to the tens.</p>,231,173,,,,2,2,,,,,,,,
TRAINING,H,N,Y,M,3869672,3,10219489,<p>John's mistake is 80 the corret answer is 90.</p>,555,534,718,,,1,2,1,,,,,,,
TRAINING,H,N,N,F,3872231,3,10219491,<p>He added them wrong 35 +40=55+15=70 john has to do over.</p>,258,543,718,,,1,0,1,,,,,,,
TRAINING,H,N,Y,F,3883117,3,10219578,<p>JHON&nbsp;&nbsp; FORGOT&nbsp; TO&nbsp; PUT&nbsp; THE&nbsp; ONE&nbsp; IN&nbsp; THE&nbsp; TENS&nbsp;&nbsp; COLLOM&nbsp; AND&nbsp;&nbsp; ADD &nbsp; THE&nbsp; ONE&nbsp; TO&nbsp; GET&nbsp; 90&nbsp; . &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>,550,231,,,,2,2,,,,,,,,
TRAINING,A,N,N,F,3888349,3,10219580,"<p>Jhons mistake is he didn't regroup,the 5's.The real answer should've been 90.</p>",543,173,718,,,1,2,2,,,,,,,
TRAINING,W,N,Y,M,3890855,3,10219582,<p>40+35+15=90 &nbsp;</p>,258,231,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,3891509,3,10219457,<p>HE FORGOT TO ADD THE FIVES SO IT RELLY IS 90 IN ALL</p>,550,555,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,3891882,3,10219461,<p>his answer is wrong becuse 15 pluse 40 35 is not 80</p>,258,173,,,,1,1,,,,,,,,
TRAINING,B,N,N,M,3896724,3,10219459,<p>&nbsp;he do the task</p>,555,550,,,,0,0,,,,,,,,
TRAINING,W,N,Y,M,3898281,3,10219584,<p>john addid rong . i figerd out that 35+40+15 is not 80 its 90.</p>,258,173,,,,2,2,,,,,,,,
TRAINING,NR,N,N,M,3905607,3,10219451,<p>John's mistake was he forgot to carry the one up. The correct number ofsandwitches is 90.</p>,258,550,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,5053971,3,10219722,<p>5 plus 5 is 10 and he forgot to add the 1 so it equals 90</p>,550,173,,,,2,2,,,,,,,,
TRAINING,H,N,Y,M,4526341,3,10219683,<p>It is85 sandwiches</p>,555,550,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,4526398,3,10219674,<p>35 plus 40 plus 15=90&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; so jhon is not corect because it =90 all together and I added it all together.It was easy for me because I uesd scrach paper to help me figyer it out.</p>,258,543,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,4526183,3,10219681,<p>John forgot to carry.90</p>,555,258,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,4526953,3,10219676,<p>John's mistake is he added incorrectly.</p> <p>The correct answer is .</p>,550,555,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,4526760,3,10219679,<p>The mistake that john maked was tat he forgot to regrope the 10 so he got 30 and 80 isant the right anwser it is 90.</p>,550,555,,,,2,2,,,,,,,,
TRAINING,H,N,Y,F,4529226,3,10219692,<p>theirs 85 sandwiches.</p>,534,231,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,4532006,3,10219685,<p>John's problem is he added wrong&nbsp; because the 5in the ones place is 10 because 5 and 5 equal 10 .</p>,555,173,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,4532698,3,10219697,<p>NO! becuase 18+18=37</p> <p>&nbsp;</p>,543,550,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,4532571,3,10219694,<p>he forgot to put 1 on top of 3</p>,550,543,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,4540094,3,10219705,"<p>he did not do this writ because 35,40,15 does not equal to 80 it equals 90.</p>",543,555,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,4540400,3,10219708,<p>he forgot to carry the numbers</p>,258,173,,,,1,1,,,,,,,,
TRAINING,B,N,N,F,4542896,3,10219703,<p><b>&nbsp;The mistake was he did not kare the zero.The correct total number of sandwiches needed for the field tripis 81.</b></p> <p>&nbsp;</p> <p>&nbsp;</p>,550,231,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,4543337,3,10219700,<p>john's &nbsp; mastake &nbsp;was &nbsp;that &nbsp; he &nbsp;did &nbsp;not &nbsp; regrupe &nbsp;so &nbsp;thats &nbsp; why &nbsp;john &nbsp;made &nbsp; &nbsp;a &nbsp; &nbsp; mastake &nbsp; on &nbsp; his &nbsp; work &nbsp;of &nbsp;the &nbsp;feiuld &nbsp;trip.</p>,534,258,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,4515269,3,10219711,<p>He did not put the one in the tens. so there are 90.</p>,231,534,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,5053895,3,10219724,<p>Jons mistake was that he put even more ham than cheese.</p>,534,231,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,4531196,3,10219716,<p>John made a addition problem.</p>,550,231,,,,1,1,,,,,,,,
TRAINING,A,Y,Y,M,4538349,3,10219714,<p>35</p> <p>40</p> <p>15</p> <p>+_</p> <p>90 sandwiches</p>,550,534,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,5056975,3,10219727,"<br>John fogt to put the number 1 on the top of, the 30. &nbsp; <br>The answer was 90.p",258,534,,,,2,2,,,,,,,,
TRAINING,H,N,Y,M,5059628,3,10219759,<p>90</p>,258,231,,,,1,1,,,,,,,,
TRAINING,H,N,Y,F,5062053,3,10219744,<p>The answer is wrong bceause &nbsp;he did not re group</p>,231,543,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,5062110,3,10219747,<p>He &nbsp;had to regroup.</p>,534,231,,,,1,1,,,,,,,,
TRAINING,B,N,N,F,5065113,3,10219750,<p>NO I T IS RIGHT</p>,555,231,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,5065814,3,10219730,<p>he forgot to carry the 1 and the total number of sandwiches is 90</p>,550,534,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,5066381,3,10219736,<p><b>John added them</b></p>,534,231,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,5066701,3,10219733,<p>He forgot to regroup the awnser is 90</p>,258,231,,,,2,2,,,,,,,,
TRAINING,A,Y,N,M,5066960,3,10219739,<p>432</p>,543,534,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,5069417,3,10219756,<p>he dident count right on the fifteen its supposed to be 20 from queston one.</p>,258,231,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5069920,3,10219758,<p>John's mistake is he didn't regroup.Total number of sandwiches for field trip is 90</p>,173,231,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,5070758,3,10219753,<p>He did not add the one above&nbsp; the three.&nbsp; The answer is 90.</p>,173,258,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,5070994,3,10219761,<p>he forgot to regroup the 1.</p>,173,543,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,5049695,3,10219764,<p>He did not add the one. the total is 90</p>,258,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,5168280,3,10219828,<p><b>His mistake is that he didn't regroup.</b></p> <p>&nbsp;</p> <p><b>The correct number of sandwiches is 90</b></p>,550,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,5141793,3,10219836,<p>he forgot that the ones had nothing. Also &nbsp;if it doesn't have anything you cant&nbsp;</p> <p>add. That is his mistake</p>,231,550,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5144894,3,10219830,<p>His mistake is that he didint get enough ham for the sandwitches</p>,258,534,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,5156074,3,10219832,<p>His mistake was the sum because the sum needed to be 90 not 80.</p>,258,555,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,5157032,3,10219834,<p>He did not carry a number and made the addion wrong.And the real answer is 81.</p>,550,231,,,,1,1,,,,,,,,
TRAINING,B,N,N,F,285877,3,10218688,<p><b>90</b></p>,555,550,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,7249363,3,10220196,<p>There 15 sandwiches for the field trip. We need more sandwiches for the field trip because thire mite be more kids.</p>,555,231,,,,0,0,,,,,,,,
TRAINING,A,N,Y,F,6315429,3,10220101,<p>HE DID NOT REGROUP THE ONE FROM THE ONES PLACE! THERE WERE 90 SANDWHICHES IN ALL!</p> <p>&nbsp;</p>,231,258,,,,2,2,,,,,,,,
TRAINING,B,N,N,F,6325751,3,10220126,<p><b>John's mistake was that he didn't count the one when he carryed it.</b></p>,173,543,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,6325920,3,10220125,<p>35+40+15=90</p>,555,173,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,6331772,3,10220173,<p>The mistake that john made was that he forgot to add the 1 and the answer was 90. &nbsp; &nbsp; 15+ 40 35 = 90 I got my answer by adding 15 40 35 and the answer was 90.</p>,555,173,,,,2,2,,,,,,,,
TRAINING,H,Y,Y,M,6260190,3,10220076,<p>john&nbsp;&nbsp; was&nbsp;&nbsp; omost&nbsp;&nbsp; rite&nbsp;&nbsp;&nbsp; but&nbsp;&nbsp;&nbsp; his&nbsp;&nbsp; anser&nbsp; was&nbsp; rong&nbsp;&nbsp; becaus&nbsp;&nbsp; it&nbsp;&nbsp; is&nbsp;&nbsp;&nbsp;&nbsp; not&nbsp;&nbsp;&nbsp; 80</p>,550,543,718,,,0,1,0,,,,,,,
TRAINING,B,N,N,F,6265292,3,10220098,<p>He is wrong because the 15 should be a 45.</p>,231,550,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,6276344,3,10220073,<br>HE DIDNT INCLUDE THINKING,555,258,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,6279757,3,10220081,<p><b>The mistake is that he forgot to regroup the correct answer is 40+35+15=90.</b></p>,550,231,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,6279760,3,10220083,<p>he forgot to regroup and the answer is 90.</p>,258,550,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,6283045,3,10220086,<p>he forgot to add the carried 1. the real number of sandwitches to make is 90.</p>,231,543,,,,2,2,,,,,,,,
TRAINING,W,N,N,F,6285974,3,10220088,<p>the mistake she made was she did not carry the numbers. Because 5+5=10 so you&nbsp; you carry the 10 so the problem was she didn't carry the real answer is 90 sandwithes so that was the only mistake she made.</p>,534,258,718,,,1,2,2,,,,,,,
TRAINING,B,N,N,M,287653,3,10218684,<br>&nbsp;,543,258,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,6297207,3,10220133,<p>John's mistake was not regrouping the ten to the tens place. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; So the real total of sandwiches 90 sondwiches.</p>,231,258,,,,2,2,,,,,,,,
TRAINING,W,N,N,M,7249487,3,10220194,<p>John did not use the one in ten to carry the answer should be 90.</p>,550,543,,,,2,2,,,,,,,,
TRAINING,H,N,Y,M,6324551,3,10220166,<p>90 sandwiches</p>,231,543,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,6324597,3,10220164,<p>he forgot to carry the 1 in 10</p>,231,534,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,6328168,3,10220138,<p>80</p> <p>&nbsp;</p>,258,543,,,,0,0,,,,,,,,
