label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,Y,N,M,4795656,7,10198909,If you do have a hearing dog it just dosen't take of you all the time. You still have to take care of it even though your blind or deaf. The hearing dog dosen't live on it's own. You still need to give him food and water for it to live. So don't just think having a assistance dog will be easy for you.,5399,3899,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,5899650,7,10199089,"Hearing dogs are a very good way to help keep deaf peopl safe. Hearing dogs make sure that people that are deaf do thing safly when they cant hear. Just think if you were deaf and you had no assistance what would you do, that is why a hearing dog is a graet help in life. In conclusion I thik hearing dogs are a very good way to help deaf people.",5399,4732,461,,,2,1,1,,,,,,,
TRAINING,A,N,N,M,2295844,7,10198728,"In the end, &quot;hearing-ear&quot; dogs are a huge help to society. They help us overcome obstacles that obscure our lives from the rest of the world like hearing loss. Although they go through tough training with the soon-to-be owner, the process eventually pays off as the owner benefits from the dog and the dog gets a real home to stay in. If you were had hearing loss and didn't have a hearing dog, you would probably be lost in the world and senseless beyond comprehension. To sum it all up, hearing dogs are lifesavers for people with hearing loss.",2796,3899,,,,2,2,,,,,,,,
TRAINING,W,Y,N,M,5101813,7,10198936,After all training is done and they know you can take care of your dog you can take him or her home to start right away.Knowing all comands is varry imporant without comands you will have know way to counate with your dog.In conclusion wther it is a seeing-eye dog or a hearing dog dogs are helpful to people.,4288,5399,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,3486618,7,10198804,"Clearly, without assistance dogs, woudnt be able to help the blind people, and the deaf as much as those dogs do. It helps alot of the deaf people by a phone ringing or the smoking alarm going on. It helps the blind by helping them cross the street or where the door is.",5399,4093,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,5900207,7,10199091,"Clearly, Hearing dogs are really helpful to deaf people.I dont think the world would be the same without them so many deaf people would stay in or not go outside.The amazing part is that they're just dogs, not cats or lizards, but dogs.I highly doubt that a human would do the same as a dog not even their best friend. They wouldn't sleep in the same house, wake them up, walk everywhere with them, alert them with whats going on. So thats why i think dogs are the best.",3899,4288,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,5101873,7,10198927,"In conclusion, assistance dogs are very helpful to people in need of a helper. For blind or for deaf, assistance dogs is an amazing tribute to society, and to a disabled person's safety. Disabled humans are dependant on their adorable, yet helpful hearing-ear or seeing-eye dogs. Dogs contribute to the safety and well-being of their disabled owner, as they do to the dogs. The dogs love their owner and will remian loyal, trustworthy, and helpful to any human being, so long as they do the same to them.",3106,3899,,,,2,2,,,,,,,,
TRAINING,A,N,N,M,2298416,7,10198709,Hearing dogs as you can see are very important to people who have trouble seeing. They have to pass a special test to go and help other people. If it weren't for hearing dogs deaf people would not be able to do their daily things.,2796,4732,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,5903758,7,10199141,"In conclusion, hearing dogs help people who are deaf and who are in need of assistance. Hearing dogs alert their owners of sounds that require attention, such as a ringing doorbell. Both the dog and the person undergo training, meeting certain circumstances in order to live together and help each other's needs. With their partner's help, both their lives run smoothly.",3106,4304,461,,,1,2,2,,,,,,,
TRAINING,H,N,N,M,2298470,7,10198708,"Dogs are very important for our lives. For example, if you are deaf your dog will alert you from sounds such as phone rigging or someone knocking at the door. That's why people train dogs to this kind of jobs for a deaf person. Also dogs will alert you in public if a car is honking or other traffic sounds. Also if want a dog how alerts you from sounds you have to train him and proving that you can work the dog and take car of your dog.",4288,3899,,,,1,1,,,,,,,,
TRAINING,W,N,N,M,2299028,7,10198707,Dogs can be helpful for alot of things including helping the deaf and blind. The hearing-ear dogs have to be carefully bred and trained to help this people. These dogs help these people by alerting sounds to their owner. The dogs make a difference to the community of hearing impaired.,4732,5417,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,5906701,7,10199140,"In conclusion, hearing dogs are a very reliable source for someone who is deaf or cannot hear properly. These dogs must go through a lot of extensive training to be able to help a person in need. Along with the dogs, people must be tested and trained to make sure they can properly take care of their hearing dog. There are many ups to having a dog by your side. For example, dogs have really sensitive hearing that comes in handy for a doorbell, a phone ring, a smoke alarm, or if they have children that need help. Over all, having a dog to rely on may not always seem like a reasonable way to do things, but when you are deaf many people would think that having a specialy trained dog would be the right way to go.",4732,4304,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,5102411,7,10198925,Hearing dogs help people who are deaf. It helps people to get alert and know their surrounding sounds. They help people inside and outside of the house. They are obedient and responds to sounds within 15 seconds.,5399,4288,,,,1,1,,,,,,,,
TRAINING,H,N,Y,M,5910482,7,10199084,The hearing dogs are helpful for people who don't pay attention to most things. Sometimes hearing dogs will help other dogs that are introuble and to see which dog need the most help. Those are the things hearing dogs can do they help other.,4304,4732,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,3486664,7,10198803,"Sue likes rockin music.When she sleeping on her bed.But when her alarm clock off , you can hear it though her apartments.for she can get up for work,and her dog get up to.im guesing thye dog is eating the dog food and sie is gone from worl\k ''f.b.eye''",4304,4288,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2400444,7,10198729,"these dogs, have excellent hearing and training. these dogs are not the same as many other dogs these ones will help and guide you. as of the others they are house dogs. these dogs go through years of trraining to help the blind or the hard of hearing. this is not only an expierience for dogs it is also an expierience for humans.It can help humans know the signs from the dog and what they are saying by movement.",4732,4170,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,4204328,7,10198839,"So as you can see, dogs can be very helpful. Hearing dogs help the deaf people sort of hear, even though they can't. Hearing dogs can help you cross the street or even wake up in the morning. When they hear a noise, they will alert their master by touch. or sometimes they will even point at the noise. Hearing dogs have to be very smart and go through a lot of training. So, if you have a deaf relative, or even friend, maybe you should talk to them about getting a hearing dog.",5399,4170,,,,2,2,,,,,,,,
