label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,N,M,2915158,6,10189329,"The first example which comes from Source # one is that they had lots of fruits and vegtables which said :Tomatoes, avacados, chilies, peppers, sweet potetoes, pineapples and others were important in thier diet. This means that there were a huge variety and you could eat whatever you perfered. The second exaple is from Source # 1that says in it that : as well as fish, duck, turkey, and deer, the Aztecs ate parrots, owls, eagles, lizards, and frogs. This means that they had lots of protine options including eggs and fish. The third source says that:the great Aztec city of Tenochtitlan for hundreds of years, they could provide food for the entire population of Mexico City for 30 years. This lastly means that they produced a ton of food and that there wwas probably surpluses of food throught the empire.",851,2192,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,1551793,6,10188900,"The Aztec's most important food was corn. They ate tortillas hand prepared by women. The Aztec's diet consists of Tomatoes, avacados, chilies, peppers, sweet potatoes, pineapples, chocolate, pumpkins, and peanuts. The Aztects also used onions, garlic, and chilis to make the food more flavorful. They added chili to almost everything. Farmers don't keep animals, but they did go hunting and farming. The meats they ate includes fish, duck, turkey, deer, parrots, owls, eagles, lizards, and frogs. Birds' egg and insects' egg are also included and considered a great treat. Fresh plums or cherries might be included in a meal. Desserts are rare. Emperors would drink hot chocolate with cacao beans, vanilla, spices, and chili pods, which made the drink hot and spicy. (The sources were Source #1, Food and Drink, Mostly Maize, Varied Vegetables, Meat, Fish, and Other Treats, and Very Hot Chocolate.)",2304,2266,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,2174617,6,10189152,"1.In source 1, under the paragraph Food and Drink, it says yhat the Aztecs had many fresh ingredients. This supports the claim because the freshest food always taste the best. If you have the best tasting food, you eat very well. 2.In source 1, in the paragraph Varied Vegetables, it says that if you like veggies, you are in for a treat. The Aztecs had many vegetables such as peppers, tomatoes, leeks, squashes, watercress, and artichokes. This supports the clam bacause it shows the Aztecs ate very healty. 3.In source 1, under the paragraph Meat, Fish, and Other Treats, it says the Aztecs ate many eats including fish, duck, and turkey. This supports the claim because you cansee the Aztecs had a very big variety of food to chose from. If you eat a lot of different foods, you have a good diet",456,2192,,,,1,1,,,,,,,,
TRAINING,A,N,N,M,2174623,6,10189155,"In source #1 it states that the Aztec food is hearty, wholesome, and filling. They usually included a tortilla, a pancake made from maize (corn) flour. Aztecs enjoyed chilis and put them in almost everything. Aztec emperors liked to end a day with a hot chocolate drink, but it wasn't sweet because it had chili pods, vanilla, spices, and cocao beans which made it very spicy.",2261,817,40,,,0,1,1,,,,,,,
TRAINING,H,N,N,M,2174070,6,10189157,"The Aztecs ate very well because: 1.) The Aztecs ate many vegetables such as tomatoes, avocados, chilies, peppers, sweet potatoes, pineapples and many more.These were very important to an Aztecs diet. Because the Aztecs ate many vegetables in a daily basis they would be very healthy. 2.) When the Spaniards were invading Aztecs they tried their fruit and vegetables (which were new to them). The Aztecs really enjoyed these fruits and vegetables that they even took them back to Spain. These fruits and vegetables were very good to the Spanish, that they soon became part of the European diet. 3.) The Aztecs also used vegetables in almost everything. They used onions, garlic, chilis, and different herbs in their meals so it would be flavorful. Because they used vegetables in almost everything they ate it made them very healthy and strong.",817,851,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,2174077,6,10189159,"In the Producing Food paragraph, the Aztecs grew lots of different types of delicious foods, such as corn. They used coas for digging and hoeing the ground for farming, which was under the title, Growing Crops. The paragraph for the title, Cooking, described how food was cooked on fires lit in hearths inside the Aztecs homes.",2266,851,40,,,1,0,0,,,,,,,
TRAINING,H,Y,N,F,2175290,6,10189161,1.They had corn the most important crop 2.Tomatoes 3.Chocolate,2406,2261,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2174701,6,10189164,"They ate freshly grown food,cooked on open fires,and mainly drank water.They mainly ate fresh food because they didn't want it to spoil.They drank water because the other people drank an alcoholic drink.",817,2192,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,2174702,6,10189166,"In source #1, it says that aztec food is hearty, wholesome, and filling. The aztecs have plenty of fresh ingredients. Also in source #1 it says that there are alot of vegetables. In source #2 it says that the Aztecs ate very well. Tomatoes, avocados, chilies, peppers, sweet potatoes, pinepples, chocolate, pumpkins, peanuts, and corn were important in their diet.",2192,851,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,2174734,6,10189169,"Three examples that show that the aztecs ate very well was that they ate wholesome and filling meals,like for example they had ate plenty of fresh ingredents like spices to make the food more flavory,they also usually ate meals with tortillas,and they had also had ate corn on the cob. This shows that the aztecs enjoyed their diet because they loved spices and fresh vegetables.",456,682,40,,,1,0,0,,,,,,,
TRAINING,A,N,N,F,2174740,6,10189171,"Source 1, Food and Drink: &quot;Aztec food is hearty, wholesome, and filling. Most meals include a tortilla - a type of pancake made from maize flour - that can be wrapped around a range of fillings. The Aztecs have plenty of fresh ingredients...&quot; This textual evidence supports the claim because in this paragraph, Aztec food is known to be quite hearty, and is usually made of fresh ingredients. Source 2, Producing Food: &quot;...Their most important food was corn. Tomatoes, avocados, chilies, peppers, sweet potatoes, pineapples, chocolate, pumpkins, and peanuts were also important in their diet...&quot; This textual evidence supports the claim because the Aztecs ate a variety of food such as tomatoes, pumpkins, etc. Source 3, Saving the Chinampas, Paragraph 5: &quot;In the traditional method, the farmer first scoops mud from the bottom of the canal. Removing the layer of mud from the bottom of the canal which in turn helps the fish and plants. The farmer spreads the mud out on the ground in four-inch layer. After the mud dries, he cuts it into cubes and plants seeds of one crop (crop can be varied) into each cube by hand. He then waits for the seeds to sprout. In the meantime, he prepares the garden soil with natural fertilizers. When the seeds begin to grow, he plants them in the ground he has prepared. In 25 days, he could have [ crop name ]! The farmer then behins the process all over again. It is possible to grow from 5-7 rounds of crops each year. Some say that just as these chinampas fed the hundreds of thousands of dpresidents of the great Aztec city of Tenochtitlan for hundreds of years, they could provide food for the entire population of Mexico City (all 25 million of them) for 30 years!&quot; This textual evidence supports the claim because farmers could use the method in order to grow enough crops for their fill.",2266,2261,40,,,2,1,2,,,,,,,
TRAINING,B,N,N,F,2174773,6,10189174,"In source #2 it states,&quot;They soon became part of the European diet. &quot; This shows that they enjoyed a good diet because it became a part the European diet.In source #1 it states ,&quot;Aztec food is hearty,wholesome,and filling.This shows that they enjoyed a good diet because it was hearty,wholesome,and filling.My last example is in source#2 it states,&quot;The Aztecs ate mostly fresh food ..... they also preserved food to keep it from spoiling. This shows that they enjoyed a good diet becauce they buy fresh food every day so it will not go bad .",838,817,40,,,2,1,1,,,,,,,
TRAINING,W,N,N,M,2174781,6,10189176,"3 examples from diffrent sources are 1 is from preparing food.it says that the aztecs ate mostly fresh food, which they brought into markets every day.they also preserved food to keep it from spoiling.this supports the idea that they had a good diet because they food they brought was fresh and not spoiled. Another one is on building chinmpas it says that they put manure over it so when it grew the soil was very rich so they could grow up to seven crops a year.this supports how they have a good diet because the soil was rich which meant the crop grew good and healthy.the last one is on producing food it states that they grew corn tomatoes avocodos chilies peepers sweet patatoes pineapples choclates pumpkins and peanuts it also says they ate very well this supports how they had a food diet because the crops were fruit and veggies which more likely improved there diet because of the nutrient and protien and many other itmes inside the cropsthat helped them.these sources came from excerpt from technology in the time of the aztecs",817,838,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,2174813,6,10189178,"In Food and Drink,Aztec food is hearty,wholesome,and filling.",2261,817,,,,0,0,,,,,,,,
TRAINING,I,Y,N,M,2174815,6,10189181,"the aztec ate mostly fresh food,whitc they bought in the markets every day and the type of foods that they ate were corn,tomatoes,pineapples,chocolate,pumpkins,and peanuts and at that time all thoes foods were new to them",851,682,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,2177993,6,10188988,"The Aztecs most resourses were corn,tomatos,avacodos,chilies,peppers,sweet potatos.Some examples of them eating very well are,they had very good harvests every year and ,they only hand harvasted crops.They also had a very good diet.",2261,2266,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,2359996,6,10189197,on the preparing food they ate corn and then had beans and vegetables and after the importent people drank spicy hot chocolate,817,838,,,,0,0,,,,,,,,
