label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,W,N,N,F,1423702,7,10238776,<p>The length and width are different for the new box. The old box is a leser length and dimension. So adding up the total would mean that the old boz cost less</p>,5103,384,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1423704,7,10238777,<p>This is incorrect because the origional box is 180cu. in. so it costs $3.30 to make. On the other hand the new box is 330 cu. in. which leaves it with a cost of $6.05.</p>,382,5136,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1914020,7,10238838,"<p>because if the new box is less than the origanial, your profit would go down and you will not have the money you need to provide the material and the ingrediants you need to keep the store running. the new box is priced higher because it is bigger and holds more donuts than the other one. plus if you price the new box lower than the origanial, customers will buy the new box for less than what its worth. also, it will make it to where theres a super-good chance that your paycheck won't be very great</p>",382,2497,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1424084,7,10238782,<p>He/She is incorrect because the new box is probably more well made and&nbsp; has better material. So the coast should be greater if the material is better and the better material will cost&nbsp; you more that's why my co-worker is wrong.</p>,2701,382,,,,0,0,,,,,,,,
TRAINING,W,Y,N,F,1425344,7,10238784,"<p>the co-worker is incorrect because the new boxes are bigger, there for not cheaper.</p>",5220,2497,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1424945,7,10238783,<p>The co-worker think the new box has to cast more because the box is more bigger then the original box.</p>,4031,2701,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1425019,7,10238786,"<p>My co-workers claim is incorrect because, since they are using a new box there should be a higher price because customers also have to pay for not just what the cardboard and donuts are made of but, how they are made. For example, customers would probably have to pay for not just the ingredients but also, the lighting, gas (for deliveries), how much time it took the box or donut to be made, heating, cooling, and the employees.</p>",5220,330,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1425231,7,10238787,<p>The co-worker is incorrect because the new box holds more donuts in that case it should cost more than the original box of donuts.</p>,2701,4005,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1425240,7,10238785,<p>The co-workers claim is incorrect because the new box is bigger than the original box so it should cost more.</p>,5136,330,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,M,1425991,7,10238774,<p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>Dave redesigned the box used to hold one&nbsp; dozen donuts. You have been asked to determine of</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>,433,382,421,,,,0,,,,I,,I,,
TRAINING,W,N,N,M,1425678,7,10238775,<p>because the new box is bigger it is gonna need more card board to build then last years box</p>,2701,382,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1427134,7,10238772,<p>fftt 5 6575 6</p>,382,433,,,,0,0,,,,,,,,
TRAINING,NR,Y,N,M,1427098,7,10238773,<p>They are newer then the old ones so they would coast more then the old ones so that is wear she is wrong .</p>,5136,2701,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1426921,7,10238779,<p>My co-worker is wrong because the volume of the new box is larger 330ft compared to 180ft the original box. That means it would cost more for the matierials of the new box. There are 330ft for the new box and it cost .15 per square fooot.When you multiply it the answer would be 49.50 which would be more expensive than the old box.So that proves my co-worker wrong that it should be less expensive.</p>,2497,2701,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1427075,7,10238780,<p>I think it is incorrct because the new box a lot of people would want and the people arent going to want he orginal boxes. so if you were running a donut shop and the people want more the new boxes then the orginal boxes you would want more money so you would want to pay more with the newer boxes cause your going to get more money because the costumers are all going to want to buy it. then if the orginal boxes cost more you wouldnt get a whole lot of money because the people wouldnt want as much as the new boxes so you would get less money.Then also you have to see what the costumers love the most you would put more of a high price on them a dueable price. Also you have to see what the costumers get the most for you can put a little bit more higher price ont hat also because if you run a donut place you want money no matter what so if what costumers love you have to put a higher price then the things the costumers dont really like.</p>,5136,2497,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1426832,7,10238781,<p>Well the co worker is correct but the amount of donuts you could fit into one box is is probaly more. Because if the cardbord was 15 cents per square it might be a smaller box or not a stronge box.</p>,2497,330,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,1427504,7,10238750,"<p><b>My co-worker's claim in incorrect because $0.22 was the cost of the last box, not this year's. This year the cost is $0.15, so we have to price it according to that. If we make the price lower, we won't gain a profit.</b></p>",384,421,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1428507,7,10238744,<p>My co-worker is incorrect because the new box has more room but not as much height. Meanwhile the old box doesnt have as much room as the new box but more height. in conclussion the new box is the right price because its improved.</p>,382,2701,,,,0,0,,,,,,,,
TRAINING,B,Y,N,M,1428922,7,10238745,<p>if she&nbsp; want 0.22 cent' s donuts she will have to ask the manager that question</p>,5103,382,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,1428728,7,10238746,"<p>The co-worker is incorrect because the new box is larger than the original box so the amount of square feet for the new box is 1.14583 sq ft which is more than the original, 0.417 sq ft.</p>",4005,2701,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,F,1429348,7,10238748,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; C-works are correct i think because they do most of the work and they went to school maybe but they are good at thier job.</p>,4005,5136,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1429293,7,10238747,"<p>This statement is incorrect because the cost of one of the original boxes is $8.36, and the cost of one of the new boxes is $8.40. A new box costs more than the original box.</p>",382,4031,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1430271,7,10238749,"<p>The coworker is incorrect because, even though the cost per square inch in less in the new box the surface area is larger aswell.</p>",2701,2674,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1915026,7,10238839,<p>.</p>,421,433,,,,,,,,,I,I,,,
TRAINING,H,N,N,M,1648335,7,10238771,<p>&nbsp; The reasone for his claim to be incorect is because the resone is it depends on the of mation of the box and scale.</p>,418,2674,,,,0,0,,,,,,,,
TRAINING,NR,N,N,M,2534984,7,10238930,<p>I SAY SHE IS WRONG BECAUSE THE SMALLER BOX IS JUST AN WAY TO GET MORE PROPHET OUT OF IT. AND THE SMALLER IT IS THE MORE BOXES UR GOING TO BYE. BUT ALSO IF YOU DO THE MATH 15+15=30. BUT 22=22=44 BUT ADD 15+15+15=45. SO IT ALL COMES DOWN TO HOW MANY BOXES YOU JUST BUY.&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>&nbsp;</p>,382,384,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2534985,7,10238931,<br>Orig. $19.22 <br>New. $28.15,5103,330,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1650505,7,10238768,<p>It is incorrect because the orginal box is acturly $0.7 dollars less than the new box.</p>,5220,5136,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1650187,7,10238769,<p>The original box was used las year and the new box was used this year.</p> <p>Thew numbers of each type of box sold for a six - month period are shown.</p>,4005,5220,,,,0,0,,,,,,,,
TRAINING,W,Y,N,F,1650190,7,10238770,<p>They will sell more donuts so it coasts more money for the boxes because the have to buy the card bord to make the boxes.</p>,2701,5136,,,,0,0,,,,,,,,
TRAINING,B,N,N,M,1651266,7,10238767,<p>the co-worker is rong because it cost $0.15 to make the new box but it cost $0.22 to make the original box which makes the co_worker incorrect</p>,4031,4005,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1651197,7,10238766,<p>28</p>,384,382,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1651538,7,10238796,"<p>She is incorrect because if you charge less for the new box, then you won't make as much profit. Whereas if you sell for the regular price of a dozen you will make more profit.</p>",2701,330,,,,0,0,,,,,,,,
TRAINING,A,N,N,M,1651657,7,10238795,"<p>&nbsp;The co-worker is incorrect because the surface area of the new box is greater than the original box. If you add all of the areas of the original box, you get 216. Then, you divide by 144 to find the square feet, since there are 144 cubic inches in a square foot. When you do that, you get 1.5. Then you multiply by the cost per square foot to find the cost for each box. Finally, you get about .33$ for each original box. If you do the same math for the new box, you get about .45$ to make each box; the original box costs less to make.</p>",382,421,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1652255,7,10238800,<p>The co-woker notices it because he wants the boxes to be cheaper.</p>,5103,5136,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1652227,7,10238790,"<p>The co-worker's claim is incorrect because the new box needs a lot more cardbaord to make it, so even the cost per square foot is lower, the cost for the box is higher.</p>",2701,330,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1652433,7,10238789,<p>She is incorrect because</p> <p>&nbsp;</p>  <br>The box costs less so you could buy more donuts and not pay so much for box. <br>Also it might be better to have a new box that does not cost little to much money. <br>Finaly the more donuts she puts in the box the more she will have to pay.,2497,5136,,,,0,0,,,,,,,,
TRAINING,H,Y,N,F,1652752,7,10238792,<p>The co-worker's claim is incorrect because the new box costs $0.15 per square foot of cardboard.</p>,2674,382,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1653246,7,10238793,<p>The co-worker is incorrect because&nbsp; .22 per sqaure foot&nbsp; is less and the new box is big which will cost&nbsp; more to by than the original box.</p>,2497,330,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1653095,7,10238794,<p>The co-worker is incorrect because the box already less than the original one .It should cost more because it is a bigger box.</p>,5136,5220,,,,0,0,,,,,,,,
TRAINING,H,Y,N,M,1654082,7,10238788,<p>She want the original box to cost less than $0.22 dollers that claims the new box is better than the original box.</p>,384,330,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1654800,7,10238791,"<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; My co-worker's claim is incorrect that the new box costs less than than the old box because it doesn't. The original box cost $0.22 per square foot of cardboard, and the new box costs $0.15 per square foot of cardboard. Her statement would be true if the boxes were the same size, but they aren't. The new box is bigger than the original box. It may cost less, but it is a lot bigger. The volume of the original box is 180 in. while the volume of the new box is 350 in. Based on this, the new box would cost more since it is bigger, and not that much less money compared to the orginal box. All in all, my co-worker is wrong, and the new box costs more than the orginal box.</p>",5136,418,,,,0,0,,,,,,,,
TRAINING,NR,N,N,F,1655674,7,10238797,"<p>the reasons my coworker is incorrect the length of the original box is length =10, width =6,and height =3.while the new box is length =15, width=11. and height =2.What i have just shown you is proof that the newer box may cost less but it is larger than the original.</p>",384,2497,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1655780,7,10238799,"<p>She is right because the original cost $0.22 per square foot, but the new box cost $0.15 per square foot.</p>",5103,330,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1656334,7,10238798,"<p>It is incorrect because the new box should be made of new and better material which cost more, therefore the new box should cost more.</p>",5220,4031,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2283479,7,10238894,<p>No her answer is in correct because the new box has a bigger size then the original box.so the new box should cost more than the original box.</p>,5136,2674,,,,0,0,,,,,,,,
TRAINING,B,Y,N,M,2535070,7,10238932,<p><b>we are makeing&nbsp;&nbsp; more b</b>ox</p> <p>&nbsp;</p>,5103,330,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,F,2535071,7,10238933,<p>THE CO-WORKER IS INCORRECT BECAUSE 0.22 IS BIGER AND 0.15 IS SMALLER.</p> <p>&nbsp;</p>,2674,5136,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1915650,7,10238837,<p>10X6=60X2=120</p> <p>6X3=18X2=36</p> <p>10X3=30X2=60</p> <p>120+36+60=216</p> <p>216X.22=47.52</p> <p>&nbsp;</p> <p>15X11=165X2=330</p> <p>15X2=30X2=60</p> <p>11X2=22X2=44</p> <p>330+165+44=434</p> <p>434X.15=65.1</p> <p>&nbsp;</p> <p>Incorrect</p>,384,5136,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,1915258,7,10238836,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The co-worker's claim is incorrect because the original box has less square inches than the new box does.</p>,5136,2497,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1657593,7,10238757,<p>She is incorrect because the height of the new box is lower and the original box's height is higher.</p>,5220,2674,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1657476,7,10238759,<p>He is wrong becuase the co - worker is charging more for less donuts in a box.</p>,2674,5136,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,M,1657639,7,10238758,<p>the answer is the problem by it</p>,382,433,421,,,0,,,,,,I,I,,
TRAINING,W,N,N,M,1657367,7,10238760,<p>becouse 0.22 is bigger then 0.15 so that is why she is incorrect</p>,5103,5136,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,1658025,7,10238762,<p>The co-worker claim incorrect because the original box costs is 0.22&nbsp;</p>,4031,2497,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1657950,7,10238761,"<p>first you get the original boxes' volume then divide it by 12 then multiply it by .22. Next you have to find the volume for the new box then divide it by 12 and then multiply it by .15. after you have done this you can see although the new box is wider, it is shorter than the original box. Plus it costs less to make the new box and people bought more with the new box.</p>",330,382,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1658016,7,10238763,<p>&nbsp;He is incorrect because the old box had to coast less because it was last years box and this years box should coast more for the reason that it is new.</p>,382,5220,,,,0,0,,,,,,,,
TRAINING,W,Y,N,M,1658814,7,10238764,<p>This is 15.99 sir</p>,433,384,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1658593,7,10238765,<p>The co-worker is wrong because the new box already costs less than the old one.</p>,2701,418,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,1659232,7,10238753,<p>This is incorrect because one sold more at one point and it also depends on how much the boxes they have in one.</p>,5136,421,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1659817,7,10238751,<p>she is incorrect because she thinks it suppose to be half the cents of $0.22. she probably wants the height bigger.</p>,330,5103,,,,0,0,,,,,,,,
