label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,H,N,Y,F,1631396,3,10232223,<p>sence the box is medeum my estmate will be 40 sandwithes</p>,542,554,,,,0,0,,,,,,,,
TRAINING,NR,N,N,M,1641733,3,10232213,<p>twenty 20</p>,561,346,,,,0,0,,,,,,,,
TRAINING,A,N,Y,F,1930826,3,10232176,<p>12 +18+6=36</p>,554,560,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1944093,3,10232118,<p>30 sandwhiches because each sandwhich is eqaul three inches .</p>,127,542,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2269151,3,10232359,<p>You can do 3 divided by 18 you get 6. Sense it is a rectangle the opsite sides are the same leaghth so the top is 6 too.The sides are 4 beacuse they are opsite.</p>,561,2338,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2704507,3,10232555,<p>yes becuse you will make a bush of sandwishis</p>,72,539,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2706692,3,10232558,<p>30+6=36</p>,72,539,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2956473,3,10232597,<p><b>CHEES 24</b> HAM 18 TURKEY 8</p>,539,542,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,2957057,3,10232591,<p><b>3 sandwichs</b></p>,539,140,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,2956639,3,10232600,<p>5 only five sandwiches fit one box because how many times does 60 goes into 12&nbsp; its five!</p>,72,140,,,,0,0,,,,,,,,
TRAINING,W,N,N,F,2956781,3,10232594,<p>You can put 60 sandwitches because I plus I did 18 plus 18 then I did 12 plus 12 then I did 36 plus 24 because that what it equal.</p>,140,539,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,2957168,3,10232603,"<p>25 can fit in one box.That is because each sandwich is 3 inches,and if you know how many times 3 goes into 18 it is 5.so that means 5 is how many sandwiches fit in a row.So if 5 fit in a row then, that means you have to figure out how many sandwiches are in a colum.So I knew that the width of the sandwich is 3 also,so its the same thing as the row.I did the same thing as the row,I figured out how many times 3 goes into 18 and its 5.So then,I did 5 times 5,and its 25.I did 5 times 5 because it represents the 5 rows and colums.Thats how I got 25 for my answer.</p>",140,127,,,,0,0,,,,,,,,
TRAINING,W,N,Y,M,2957481,3,10232606,<p>30 CAN FIT IN THE BOX THAT'S WHAT I THINK.</p>,72,539,,,,0,0,,,,,,,,
TRAINING,A,N,Y,M,2961159,3,10232581,<p>18 because 18+12=30 and 30-12=18</p>,72,560,,,,0,0,,,,,,,,
