label,data_meta_ethnicity,data_meta_iep,data_meta_lep,data_meta_gender,data_meta_vendor_student_id,data_meta_student_grade,data_meta_student_test_id,data_answer,read_1_reader_id,read_2_reader_id,read_3_reader_id,read_4_reader_id,read_5_reader_id,read_1_score,read_2_score,read_3_score,read_4_score,read_5_score,read_1_condition_code,read_2_condition_code,read_3_condition_code,read_4_condition_code,read_5_condition_code
TRAINING,A,N,N,F,1412864,11,10226526,"<p>I disagree with Jose. Though at 16 years old there are a lesser number of accidents, the number of licensed drivers is also smaller. If you were to find the percentage of accidents to number of drivers, drivers of age 16 would have a 38.18% while drivers at age 18, who have the largest amount of accidents only have a 28.37% of accident to driver ratio. Therefore, Jose's statement is wrong and 16 year old drivers actually have a greater amount of accidents.</p>",5459,4113,,,,2,2,,,,,,,,
TRAINING,H,N,N,M,1412946,11,10226525,<p>I disagree with Jose because if you divide the number of accidents by the number of licensed drivers it will give you the accident percentage rating. 16 year olds would have an accident rate of 38% while 19 year olds have an accident rate of only 25%.</p>,5458,2366,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,1412465,11,10226524,"<p>I disagree because less people actually have their licenses at 16, so the ratio of licensed drivers to the amount of accidents would actually be larger if there were the same amount of 16 year old licensed drivers as there are of 19 year old drivers.</p>",4113,5457,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,1669959,11,10227395,"<p>I disagree with Jose because while 16-yaer-olds have the least number of accidents, the ratio overall does not give a smaller percentage. The ratio of accidents to licensed drivers for each age, for example for 16-year-olds you would have 624,000 accidents to 1,634,000 licensed drivers. But if you divide and calculate percentage for ages 16-19, you'll find that 16-year-olds have the highest probability of getting into a car accident.&nbsp;</p>",5457,4113,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,1412841,11,10226532,"<p>Yes i agree with Jose's statement. If you take the number of licenced drivers for each one and divide it by the number of accidents, the 16 year olds come out to be the least. Therefore they get into the least amount of accidents out of all of the ages.</p>",5458,4121,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1412392,11,10226528,"<p>Jose isn't accurate in his statement. Teen drivers aren't the safest because while they cause the least amount of accidents, they also have the least amount of drivers in the chart. Just because the number of accidents is less than the other categories, they also have a smaller number of licensed drivers. The safest drivers would most likely be 19 year olds because they have a smaller number of accidents but they also have a larger number of licensed drivers. In order to determine the ratio of the safest drivers, you must establish the ratio of licensed drivers to the number of accidents a certain age has caused.&nbsp;</p>",5459,2366,,,,1,1,,,,,,,,
TRAINING,A,N,N,F,1412621,11,10226530,"<p>I disagree with Jose because while the number of accidents caused by 16 year old drivers, there are far less licensed 16 year olds as opposed to 17, 18, and 19 year olds. The percentage of accidents caused by 16 year old drivers is 38%, which is higher than the percentage of accidents caused by older teenage drivers. Converting the number of accidents from a number to a percentage is necessary because the number of accidents is relative to the number of licensed drivers.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>16 year olds 38%</p> <p>17 year olds 30%</p> <p>18 year olds 28%</p> <p>19 year olds 25%</p> <p>&nbsp;</p>",5459,5458,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,1412850,11,10226529,"<p>i don't agree with jose because it seems that the number of teens who actually have their license according to table three is less than any other age, so there won't be a huge amount of accidents. the majority of licensed people are 17 18 and 19 year olds. if one does refer to ttable three, the number of accidents caused by 16 year olds is as almost as much as the 17 year olds, considering that there are twice as many more 17 year old licensed drivers, so if one looks at the overall number of licensed drivers in the chart, it is conveyed that there are less 16 year old licensed driver than any other age but there are more accidents caused by them, considering that they have almost a similar amount to the 17 year old licensed drivers, and the 17 year old drivers have twice as many more than the 16 year old drivers.</p>",5457,4113,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1412922,11,10226531,<p>Jose is very wrong because either way these kids had a bunch of accedents and they don't deserve be be driving on the streets. so in my opinion kids who have accedents should be restrited to drive untill 21.</p>,5457,4113,,,,0,0,,,,,,,,
TRAINING,NR,Y,N,M,1413132,11,10226534,<p>I agree with jose 16 year old are the safest because they are just learning to drive. They want to be safe about driving and not get into accidents. If you look at the chart 17 year old have 56 morfe accidents than the 16 year olds.</p>,5459,5458,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,1669897,11,10227397,"<p>I can agree with what Joe is saying, because when teenagers are 16 and just getting their license they are more cautious, and caring when they drive. As to 19 year olds who think they are invincible because they have had thier license for about three years and they havent gotten into an accident. But according the the table im going to have to disagree with Joe because look at the numbers out of 1,634,000 people only 1,010,000 people havent been in an accident and are safe drivers. But 1,983,000 drivers out of 2,653,000 drivers are safer than 16 yeatolds.</p>",4121,5457,,,,0,0,,,,,,,,
TRAINING,B,N,N,F,1413314,11,10226535,"<p>Yes I do agree and no I don't agree with Jose.It is all depending on the person , if they are responsible driver or not. There are a majority of teens that are safe drivers and some that are reckless. Jose can't claim teens are the safest drivers because they have the least amount of liscensed drivers also. So if the number of liscened driver is lower than than the number of accidents will be lower too.</p>",5457,4121,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1413220,11,10226537,<p>yes because in the table above the number of accidents of the lowest driver is 16 years old and jose claims that 16 have the least amount of accidents and he is right</p>,5458,4113,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1413297,11,10226541,<p>I disagree with Jose because there are more than double 19 year old drivers than 16 year old drivers and the number of accidents caused by both are relativly similar.&nbsp;</p>,4113,5457,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,1412962,11,10226539,"<p>I agree with Jose. In table 3 it shows us that 16 years old have less number of accidents which is great. On the other side they have the less number of licensed drivers, which means that as they number goes up the accidents also goup. I think that Jose does have a point then doesn't.</p>",4113,5457,1443,,,1,0,0,,,,,,,
TRAINING,H,N,N,M,1413037,11,10226538,"<p>I disagree, because the drivers at the age of 16 have 600,000 accidents almost the same as the 17 year old drivers.&nbsp; There are fewer drivers at the age 16 but the accident rate is almost compared to drivers age 17-19.&nbsp; If you increase the number of 16 year old drivers by a million the number accidents would be approximately 800,000.</p>",2366,5458,,,,1,1,,,,,,,,
TRAINING,W,N,N,F,1413864,11,10226536,"<p>I agree with Jose's claim that 16-year-olds are actually the safest teenage drivers because they have the least number of accidents. I agree with this claim because, he provides a chart of 16-19 years of age and shows how many of them have a license and their number of accidents. On his table it shows that 16-year-olds only have 624,000 accidents compared to 19-year-olds, which have the&nbsp; highest number of accidents-670,000.</p>",5459,4113,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1414085,11,10226542,"<p>Jose's claim that 16-year-olds are the safest teenage drivers is incorret. There are 1,634,000 16 year old drivers and the number of accidents accounts for just below half of sixteen year old drivers. The other ages', 17,18, and 19 car accidents account for a much lower percentage of car accidents compared to the number od licensed drivers within that age. 16 year olds are the least safest drivers because their rate of car accidents per number of licensed drivers is higher than that of the other ages.</p>",5459,4121,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1413551,11,10226540,"<p>No, I dont agree with Jose because although 16-year-olds have the least number of accidents they also have the least number of licensed drivers.</p> <p>&nbsp;</p>",4113,2366,,,,0,0,,,,,,,,
TRAINING,W,N,N,M,1413559,11,10226543,"<p>they have the lowest rate of accidents because they just got there licensed an because on the graph you could see the 16 year olds have 624,000 accident while the 17-19 years old have more</p>",5457,5459,,,,0,0,,,,,,,,
TRAINING,H,Y,Y,M,2982384,11,10228123,"<p>Disagree with Jose beuas there go kill in a car accident 1,634,000</p>",4113,824,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1670040,11,10227401,<p>I disagree with Jose because the 16 year olds are barely learning how to drive therefor there is a chance of more accidents and those who already know how to drive also it is less likely to get in a car accident .</p>,5458,4113,,,,0,0,,,,,,,,
TRAINING,H,N,Y,M,1413854,11,10226545,<p>the number of 16 year olds is the less number of accedents and the number of ninteen year olds is the most number of accedents caused in&nbsp; the driving restrictions .</p>,5459,4121,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1413862,11,10226546,<p>16 year olds do have less accidents but they have had there license a shorter amount of time so i do not agree with him.</p>,824,4045,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1962810,11,10227258,<p>I disagree with Jose because teenage drivers are the ones who most adults in this generation think that teens dont pay attention when they are driving. Most of us teens would like to agree with this but we know that some teenagers just dont pay attention while they are driving. In table 3 it shows that every age from 16 to 19 there are more and more numbers of accidents and its not just the maturity that people think causes the accidents its just on the driver and the way he/she drives on the streets.</p>,2366,4113,,,,0,0,,,,,,,,
TRAINING,A,N,N,F,1414329,11,10226544,"<p>624,000/1634000=0.382</p> <p>608000/2209000=0.276</p> <p>720,000/2547000=0.283</p> <p>670000/2653000=0.253</p> <p>&nbsp;</p> <p>Disagree,the ratio of number of Accidents to number of Licensed Drivers for each age group shows the percent of driverws that get into accidents. According to the data 16 year olds have the highest percentage of 38%, making them not the safest teenagers.</p>",4113,2366,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,1414608,11,10226533,"<p>I disagree with Jose because the table shows that 16 year old drivers do not cause as many accidents than of those of 17-19 but, there are less drives than compared to the older drivers. The 16 year old drivers, which are 1,634,000 only committed 624,000 accidents compared to those of other higher ages shown on the chart. Because the 17 year old's had 2,209,000 drivers more than those of a 16 year old which would explain why they would have less accidents. Because they older the ages got it would be logical that more would be driving and showing a greater accident scale. So if there was an equal amount of age drivers the you could compare but, seeing as the chart shows I disagree. 16 year old drivers are not the safest drivers because the chart only shows 1,634,000 of them it doesn't show an equal amount to be compared with the rest.???</p>",5459,5458,,,,1,1,,,,,,,,
TRAINING,H,Y,N,F,1416986,11,10226602,<p>Well i think kids under 16 in half could have there drivers licensed.</p>,1454,5457,1443,,,,0,0,,,I,,,,
TRAINING,H,N,N,M,1418536,11,10226631,<p>No because there are less 16-year old drivers then there are older ones. The number may be greater then any of the older aged drivers if the number of licensed drivers over number of accidents were simplified to a more visible term.</p>,4045,5457,1443,,,1,0,0,,,,,,,
TRAINING,H,N,N,M,1418448,11,10226644,<p>the reason there is less amount of accidents for 16 year olds is because there is less of them with a license but that almost the same amount of accidents as other age groups and about one third less licensed drivers.</p>,5457,4045,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1418635,11,10226648,"<p>Compare to 17 year old and higher the amount of accidents increase due to the fact their is not an adult supervisor to tell what to do. It is true that 16-year-olds have less accidents but compared to amount of driver which is 1,634,000 against 2,653,000 it is a 1,019,000 difference.</p>",5457,4113,,,,0,0,,,,,,,,
TRAINING,H,N,Y,F,1418948,11,10226634,<p>I disagree with jose because for the sixteen years old may have less accidents but they are also less that drive and the 19-years-old are a lot more and have less accidents and we can know this by calculating the percent of accidents of each age.</p>,824,5457,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1418968,11,10226638,"<p>I agree with Jose since the statistics show that 16-year olds are actually the safest teen drivers. There is a total of 1,634,000 drivers who are 16 and the number of accidents is 624,000 compared to the other higher ages. This is most likely due to outside influences like drugs or alcohol that affect the higher ages.</p>",4113,5457,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1419645,11,10226627,"<p>i disagree, because the number of licenses is the least given for teenagers. Because the number of licenses is the least, the percentage of accidents increases.</p>",4045,5457,1443,,,1,0,1,,,,,,,
TRAINING,H,N,N,F,1420004,11,10226617,<p>i agree with jose claim because in the data shows that the 16 year olds are the safest teenager drivers. this is also true because this is when they get there licences and want to do good and not get into an acciedent.</p>,5458,5459,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1420328,11,10226611,<p>Jose's claims of sixteen year olds bein the safer driver on the road is actually false. Although sixteen year olds and seventeen year olds accident percantage is not too far from each other sixteen year old drivers have the highest accident percantage at 38.18% and the rest of the ages underneath this numerical value.</p>,5459,4113,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,1420332,11,10226619,"<p>Though the number of accidents 16-year-olds have is the least, the number of liscenced drivers has to be taken into consideration. out of 1,634,000 drivers, 624,000 have had an accident. That is almost half of the 16-year-old drivers. this shows that the teenagers of 16 years old age are not the ones with the least car acidents though their numbers are smaller.</p>",5459,5458,,,,1,1,,,,,,,,
TRAINING,H,N,N,F,1420305,11,10226615,<p>I agree with Jose because it is true that 16-year-olds are the safest drivers because they have the least number of accidents according to the table of information.</p>,5459,5457,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1419958,11,10226623,<p>I disagree with josse because there is a little amount of 16 year old that habe license thats why theres the least amount of accidents for 16 year olds. If the number of 16 year drivers that have a diver license increase thank i think the number of accidents would also increase.</p>,2366,4121,,,,0,0,,,,,,,,
TRAINING,H,N,N,F,1421331,11,10226505,"<p>I disagree with Jose because the number of licensed drivers is way less then the other ages. And even though they are way less the number of accidents is in the same range as the other ages, therefore teenage drivers at the age of 16 arent the safest drivers because there are less licensed drivers but still more number of accidents and even though in the chart it shows it the one with less accidents it is also the one with less licensed.</p>",4113,5457,1443,,,1,0,1,,,,,,,
TRAINING,H,N,N,M,1421409,11,10226506,"<p>I would disagree with Jose, because even though 16-year-olds have the least amount of accidents they also have the least amound of licensed drivers. Close to have of the 16-year-olds will have an accident, it would be 1 out of every 2.6 drivers as in the 17s would be 1 out of 3.2, the 18s would be 1 out of 3.5 and the 19s 1 out of 3.9. This tells us that even though they have less accidents the ratio of accidents to licensed driver is actually higher.</p>",5457,5459,,,,2,2,,,,,,,,
TRAINING,H,N,N,F,1421391,11,10226507,"<p>&nbsp; I would agree with Jose , because there is less 16 year olds driving than the rest of the ages. This is also due to the fact that teens really don't have to go anywhere most of the time, like 18 and 19 year olds. There are more 19 year old drivers because they are either working or going to school. If you compare the two, 16 year olds have nothing to do than go to school,&nbsp; looking at the chart it explains perfectly why there is less accidents.While 18 and 19 year olds have to work , study and do other important things.</p>",4113,824,,,,0,0,,,,,,,,
TRAINING,H,N,N,M,1421668,11,10226509,"<p>I disagree with Jose because once you find the probability of these numbers, you can see that the 16-year-olds have the highest percentages of crashes. Also, there are about one millon less drivers in the 16-year-old category, and forty six less accidents, but if you reduce the number of drivers to equal to that of the 16-years-olds, you will see that there are more accidents in their group.</p>",5458,4113,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1421697,11,10226510,"<p>there are only 1634000 16 year old boy who drive and almost half of them crash, but the 19 year olds have 2653000 and less than half of them crash. they have alot more people and less of them crash but the 16 year olds have less people and almost half of them crash.</p>",4121,5458,,,,1,1,,,,,,,,
TRAINING,H,N,N,M,1422538,11,10226508,<p>No because a third of all 16 year old drivers had an accident.</p>,4113,2366,,,,1,1,,,,,,,,
